listing_id,url,platform,category,title,current_price,original_price,price_drops,last_price_change,currency,brand,size,condition,imageUrl,first_seen,last_seen,status,date_disappeared,consecutive_misses,sold_price,sold_confirmed_at
15717,https://www.vinted.co.uk/items/9801464399-men-navy-xl-gym-shirt-and-short-set?referrer=catalog,Vinted,mens_activewear,Men Navy XL Gym Shirt and Short Set,15.00,15.00,0,,GBP,Montirex,XL,Very good,,2026-08-28T21:45:52.400924+00:00,2026-08-28T21:45:52.400924+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,15.00,2026-09-03T10:49:37.436036+00:00
15722,https://www.vinted.co.uk/items/9805221755-full-mens-tracksuit-grey-xl-montirex?referrer=catalog,Vinted,mens_activewear,Full men’s tracksuit grey xl montirex,23.00,23.00,0,,GBP,Montirex,XL,Very good,,2026-08-28T21:45:52.400924+00:00,2026-08-28T21:45:52.400924+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,23.00,2026-09-03T10:49:45.297467+00:00
15729,https://www.vinted.co.uk/items/9811104599-chelsea-2627-away-kit-size-medium?referrer=catalog,Vinted,mens_activewear,Chelsea 26/27 Away Kit - Size Medium,24.00,24.00,0,,GBP,Chelsea,M,Very good,,2026-08-28T21:45:52.400924+00:00,2026-08-28T21:45:52.400924+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,24.00,2026-09-03T10:49:52.841553+00:00
15732,https://www.vinted.co.uk/items/9783509819-club-santos-laguna-00-01-season-home-strip?referrer=catalog,Vinted,mens_activewear,Club Santos Laguna 00-01 season home strip,50.00,50.00,0,,GBP,Cruzeiro,XL,Very good,,2026-08-28T21:46:03.680614+00:00,2026-08-29T04:51:30.357186+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,50.00,2026-09-03T10:49:34.601352+00:00
15736,https://www.vinted.co.uk/items/9810019650-berghaus-mens-247-explorer-tech-t-shirt-grey-size-medium?referrer=catalog,Vinted,mens_activewear,Berghaus Mens 24/7 Explorer Tech T-Shirt Grey Size medium,14.00,14.00,0,,GBP,Berghaus,M,Very good,,2026-08-28T21:46:03.680614+00:00,2026-08-28T21:46:03.680614+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,14.00,2026-09-03T10:50:03.770622+00:00
15738,https://www.vinted.co.uk/items/9809178858-nike-dri-fit-miler-windrunner-jacket-and-shorts-set-navy-2016,Vinted,mens_activewear,Nike,65.00,65.00,0,,GBP,Nike,M,Very good,,2026-08-28T21:46:03.680614+00:00,2026-08-28T21:46:42.937260+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,65.00,2026-09-03T10:50:13.852158+00:00
15745,https://www.vinted.co.uk/items/9809314130-nike-dri-fit-miler-windrunner-jacket-and-trousers-tracksuit-set-black-1998,Vinted,mens_activewear,Nike,60.00,60.00,0,,GBP,Nike,XL,Very good,,2026-08-28T21:46:03.680614+00:00,2026-08-28T21:46:42.937260+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,60.00,2026-09-03T10:50:47.325786+00:00
15749,https://www.vinted.co.uk/items/9809304924-nike-dri-fit-pro-jacket-and-trousers-tracksuit-set-grey-1999,Vinted,mens_activewear,Nike,60.00,60.00,0,,GBP,Nike,M,Very good,,2026-08-28T21:46:03.680614+00:00,2026-08-28T21:46:42.937260+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,60.00,2026-09-03T10:26:45.106577+00:00
15761,https://www.vinted.co.uk/items/9785606802-black-canterbury-stadium-pants?referrer=catalog,Vinted,mens_activewear,Black Canterbury stadium Pants,30.00,30.00,0,,GBP,Canterbury,M,Very good,,2026-08-28T21:46:03.680614+00:00,2026-08-29T04:51:30.357186+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,30.00,2026-09-03T10:50:18.399688+00:00
15764,https://www.vinted.co.uk/items/9810783484-lusso-cycling-bib-shorts-mens-large-black-padded-coolmax-made-in-britain?referrer=catalog,Vinted,mens_activewear,Lusso Cycling Bib Shorts Mens Large Black Padded CoolMax Made in Britain,18.00,18.00,0,,GBP,Lusso,L,Very good,,2026-08-28T21:46:12.080294+00:00,2026-08-29T04:51:44.106570+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,14.00,2026-09-03T10:50:33.524509+00:00
15765,https://www.vinted.co.uk/items/9800245950-benjart-mens-black-tracksuit-m?referrer=catalog,Vinted,mens_activewear,Benjart men’s black tracksuit M,50.00,50.00,0,,GBP,Benjart,M,Very good,,2026-08-28T21:46:12.080294+00:00,2026-08-29T04:51:37.237518+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,50.00,2026-09-03T10:50:41.066182+00:00
15769,https://www.vinted.co.uk/items/9773821382-celtic-fc?referrer=catalog,Vinted,mens_activewear,Celtic fc,12.00,12.00,0,,GBP,Celtic,XXXL,Very good,,2026-08-28T21:46:12.080294+00:00,2026-08-29T04:51:37.237518+00:00,deleted,2026-09-03T10:26:16.058346+00:00,2,,
15770,https://www.vinted.co.uk/items/9792272862-grey-adidas-ultimate365-golf-trousers-w34-l34?referrer=catalog,Vinted,mens_activewear,Grey Adidas Ultimate365 Golf Trousers- W34 L34,19.50,19.50,0,,GBP,adidas,M,New with tags,,2026-08-28T21:46:12.080294+00:00,2026-08-29T04:51:44.106570+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,18.50,2026-09-03T10:26:25.154612+00:00
15771,https://www.vinted.co.uk/items/9810775305-arsenal-fc-top?referrer=catalog,Vinted,mens_activewear,Arsenal FC Top,19.50,19.50,0,,GBP,Arsenal,L,Good,,2026-08-28T21:46:12.080294+00:00,2026-08-28T21:46:12.080294+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,19.50,2026-09-03T10:26:59.075757+00:00
15773,https://www.vinted.co.uk/items/9793936023-montirex-mens-haze-short-in-midnight-blue?referrer=catalog,Vinted,mens_activewear,Montirex Men’s Haze Short in Midnight Blue,15.00,15.00,0,,GBP,Montirex,M,Very good,,2026-08-28T21:46:12.080294+00:00,2026-08-29T04:51:37.237518+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,15.00,2026-09-03T10:26:35.196389+00:00
15776,https://www.vinted.co.uk/items/9774710041-nike-unlimited-repel-windrunner?referrer=catalog,Vinted,mens_activewear,Nike unlimited repel Windrunner,30.00,30.00,0,,GBP,Nike,S,Very good,,2026-08-28T21:46:20.953192+00:00,2026-08-28T21:46:20.953192+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,30.00,2026-09-03T10:27:06.378923+00:00
15785,https://www.vinted.co.uk/items/9798414522-brand-new-camelbak-toro-protector-14-mountain-bike-hydration-pack-3l-crux-reservoir-nwt?referrer=catalog,Vinted,mens_activewear,Brand New CamelBak T.O.R.O. Protector 14 Mountain Bike Hydration Pack + 3L Crux Reservoir (NWT),35.00,35.00,0,,GBP,CamelBak,M,New without tags,,2026-08-28T21:46:20.953192+00:00,2026-08-29T04:51:51.644356+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,35.00,2026-09-03T10:27:28.745617+00:00
15786,https://www.vinted.co.uk/items/9773667431-under-armour-mens-new-shorts-size-m?referrer=catalog,Vinted,mens_activewear,Under armour mens new shorts size M,11.99,11.99,0,,GBP,Under Armour,M,New without tags,,2026-08-28T21:46:32.495274+00:00,2026-08-29T04:51:51.644356+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,11.99,2026-09-03T10:27:37.387675+00:00
15787,https://www.vinted.co.uk/items/9770774629-psg-tracksuit-size-m?referrer=catalog,Vinted,mens_activewear,PSG tracksuit size M,30.00,30.00,0,,GBP,Jordan x Paris Saint-Germain,M,Very good,,2026-08-28T21:46:32.495274+00:00,2026-08-29T04:51:51.644356+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,25.00,2026-09-03T10:27:44.431421+00:00
15797,https://www.vinted.co.uk/items/9773875525-celtic-fc?referrer=catalog,Vinted,mens_activewear,Celtic fc,10.00,10.00,0,,GBP,New Balance,XXXL,Good,,2026-08-28T21:46:32.495274+00:00,2026-08-29T04:51:51.644356+00:00,deleted,2026-09-03T10:28:18.108364+00:00,2,,
15798,https://www.vinted.co.uk/items/9780457067-aston-villa-luke-1819-3rd-shirt-xl?referrer=catalog,Vinted,mens_activewear,Aston Villa Luke 18/19 3rd Shirt XL,85.00,85.00,0,,GBP,Aston Villa,XL,Very good,,2026-08-28T21:46:32.495274+00:00,2026-08-29T04:51:57.422647+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,75.00,2026-09-03T10:28:23.326862+00:00
15810,https://www.vinted.co.uk/items/9776444454-psg-tracksuit?referrer=catalog,Vinted,mens_activewear,PSG tracksuit,20.00,20.00,0,,GBP,Nike,M,Very good,,2026-08-28T21:46:42.937260+00:00,2026-08-28T21:46:42.937260+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,20.00,2026-09-03T10:27:46.153162+00:00
15813,https://www.vinted.co.uk/items/9773550688-mens-green-black-montirex-tracksuit?referrer=catalog,Vinted,mens_activewear,"Men’s green, black montirex tracksuit",65.00,65.00,0,,GBP,Montirex,L,Very good,,2026-08-28T21:46:42.937260+00:00,2026-08-29T04:51:57.422647+00:00,deleted,2026-09-03T10:29:14.803638+00:00,2,,
15820,https://www.vinted.co.uk/items/9811161191-ms-grey-chunky-knit-jumper-size-s?referrer=catalog,Vinted,womens_jumpers_and_sweaters,M&S Grey Chunky Knit Jumper – Size S,11.00,11.00,0,,GBP,M&S Collection,S / UK 8-10,New with tags,,2026-08-28T21:46:50.820976+00:00,2026-08-29T04:52:04.300233+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,11.00,2026-09-03T10:29:24.217234+00:00
15822,https://www.vinted.co.uk/items/9811021908-abercrombie-fitch-navy-pink-zip-up-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Abercrombie & Fitch navy & pink zip up hoodie,12.00,12.00,0,,GBP,Abercrombie & Fitch,XS / UK 4-6,Good,,2026-08-28T21:46:50.820976+00:00,2026-08-29T04:52:04.300233+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,12.00,2026-09-03T10:29:30.058641+00:00
15824,https://www.vinted.co.uk/items/9811583449-green-scuffers-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Green Scuffers Hoodie,27.00,27.00,0,,GBP,Hoodies & sweatshirts,M / UK 12-14,New without tags,,2026-08-28T21:46:50.820976+00:00,2026-08-28T21:46:50.820976+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,27.00,2026-09-03T10:28:15.316735+00:00
15827,https://www.vinted.co.uk/items/9807535267-ms-collection-black-white-geometric-print-longline-cardigan-size-12?referrer=catalog,Vinted,womens_jumpers_and_sweaters,M&S Collection Black & White Geometric Print Longline Cardigan Size 12,4.00,4.00,0,,GBP,Marks & Spencer,M / UK 12-14,Good,,2026-08-28T21:46:50.820976+00:00,2026-08-29T04:52:04.300233+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,4.00,2026-09-03T10:29:38.976360+00:00
15835,https://www.vinted.co.uk/items/9805599794-free-people-sugar-rush-jumper-size-xl?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Free People . Sugar Rush Jumper. Size xl,20.50,20.50,0,,GBP,Free People,XL / UK 20-22,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:14.067874+00:00,deleted,2026-09-03T10:29:44.177544+00:00,2,,
15836,https://www.vinted.co.uk/items/9809505746-womens-blakely-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Women’s blakely hoodie,40.00,40.00,0,,GBP,Blakely,M / UK 12-14,New with tags,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:14.067874+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,40.00,2026-09-03T10:29:52.763153+00:00
15844,https://www.vinted.co.uk/items/9811054221-ladies-adidas-hoodie-size-l,Vinted,womens_jumpers_and_sweaters,adidas,5.00,5.00,0,,GBP,adidas,L / UK 16-18,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,5.00,2026-09-03T10:28:36.691001+00:00
15846,https://www.vinted.co.uk/items/9811162524-ladies-adidas-hoodie-xl,Vinted,womens_jumpers_and_sweaters,adidas,5.00,5.00,0,,GBP,adidas,XL / UK 20-22,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:53:15.352878+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,5.00,2026-09-03T10:30:31.162055+00:00
15855,https://www.vinted.co.uk/items/9810094664-all-saints-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,All saints hoodie,50.00,50.00,0,,GBP,AllSaints,M / UK 12-14,New with tags,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:20.508603+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,45.00,2026-09-03T10:31:28.223091+00:00
15858,https://www.vinted.co.uk/items/9810974509-botee-sport-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,"Bo&Tee “sport"" Hoodie",14.00,14.00,0,,GBP,Bo+Tee,XS / UK 4-6,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:14.067874+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,14.00,2026-09-03T10:31:35.544110+00:00
15859,https://www.vinted.co.uk/items/9809561936-brand-new-with-tags-monsoon-lucy-floral-kimono-jacket-uk-12-14?referrer=catalog,Vinted,womens_jumpers_and_sweaters,"Brand New With Tags Monsoon ""Lucy"" Floral Kimono / Jacket Uk 12-14",28.00,28.00,0,,GBP,Monsoon,M / UK 12-14,New with tags,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:20.508603+00:00,deleted,2026-09-03T10:31:40.792318+00:00,2,,
15874,https://www.vinted.co.uk/items/9696788709-allsaints-cream-aris-knit-wool-jumper-size-xs-6810,Vinted,womens_jumpers_and_sweaters,AllSaints,30.00,30.00,0,,GBP,AllSaints,XS / UK 4-6,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:27.386662+00:00,deleted,2026-09-03T10:33:29.001369+00:00,2,,
15878,https://www.vinted.co.uk/items/9804441575-new-long-length-black-cardigan-size-16-18?referrer=catalog,Vinted,womens_jumpers_and_sweaters,New long length black cardigan size 16-18,8.00,8.00,0,,GBP,Shein,L / UK 16-18,New with tags,,2026-08-28T21:46:59.555854+00:00,2026-08-29T04:52:20.508603+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,8.00,2026-09-03T10:33:53.517645+00:00
15880,https://www.vinted.co.uk/items/9809996598-asos-hoodie-in-multicolour-size-large?referrer=catalog,Vinted,womens_jumpers_and_sweaters,ASOS hoodie in multicolour Size Large,12.00,12.00,0,,GBP,Vintage Supply,L / UK 16-18,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:46:59.555854+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,12.00,2026-09-03T10:28:55.357263+00:00
15881,https://www.vinted.co.uk/items/9811020506-isle-soft-jumper-size-l-oversized,Vinted,womens_jumpers_and_sweaters,Isle,2.00,2.00,0,,GBP,Isle,Other,Good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,2.00,2026-09-03T10:29:06.133125+00:00
15884,https://www.vinted.co.uk/items/9811112419-reflections-soft-beautiful-cardigan-size-l,Vinted,womens_jumpers_and_sweaters,Reflections,4.00,4.00,0,,GBP,Reflections,Other,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,4.00,2026-09-03T10:29:31.770390+00:00
15885,https://www.vinted.co.uk/items/9811079420-ff-soft-vest-size-1618,Vinted,womens_jumpers_and_sweaters,F&F,3.00,3.00,0,,GBP,F&F,Other,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,3.00,2026-09-03T10:29:39.159787+00:00
15886,https://www.vinted.co.uk/items/9811042892-shein-soft-warm-jumper-size-l,Vinted,womens_jumpers_and_sweaters,Shein,2.00,2.00,0,,GBP,Shein,Other,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,2.00,2026-09-03T10:29:48.637738+00:00
15889,https://www.vinted.co.uk/items/9810948650-dusk-soft-jumper-size-12,Vinted,womens_jumpers_and_sweaters,DUSK,5.00,5.00,0,,GBP,DUSK,Other,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,4.00,2026-09-03T10:29:56.802349+00:00
15896,https://www.vinted.co.uk/items/9811475699-juicy-couture-jacket?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Juicy couture jacket,20.00,20.00,0,,GBP,Juicy Couture,S / UK 8-10,New without tags,,2026-08-28T21:46:59.555854+00:00,2026-08-29T12:07:32.753201+00:00,confirmed_sold,2026-08-29T16:13:40.094789+00:00,2,20.00,2026-09-03T10:45:30.222257+00:00
15900,https://www.vinted.co.uk/items/9810996385-vintage-hand-knit-santa-claus-father-christmas-jumper-small-petite-uk-10-12,Vinted,womens_jumpers_and_sweaters,Vintage Dressing,44.00,44.00,0,,GBP,Vintage Dressing,S / UK 8-10,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,deleted,2026-09-03T10:30:29.807746+00:00,2,,
15901,https://www.vinted.co.uk/items/9811661421-vintage-90s-susan-bristol-hand-embroidered-animal-safari-knit-cardigan-green-large-14-16,Vinted,womens_jumpers_and_sweaters,Vintage Dressing,36.00,36.00,0,,GBP,Vintage Dressing,M / UK 12-14,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,deleted,2026-09-03T10:30:33.047297+00:00,2,,
15905,https://www.vinted.co.uk/items/9811121316-michael-simon-vintage-1994-halloween-pumpkin-and-candy-corn-beaded-cardigan-medium-12-14,Vinted,womens_jumpers_and_sweaters,Vintage Dressing,144.00,144.00,0,,GBP,Vintage Dressing,M / UK 12-14,Very good,,2026-08-28T21:46:59.555854+00:00,2026-08-28T21:48:08.235365+00:00,deleted,2026-09-03T10:30:46.468338+00:00,2,,
15923,https://www.vinted.co.uk/items/9805951962-autmn-sweater?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Autmn sweater,4.00,4.00,0,,GBP,NICE,L / UK 16-18,Very good,,2026-08-28T21:47:07.779532+00:00,2026-08-29T04:52:27.386662+00:00,deleted,2026-09-03T10:35:01.794530+00:00,2,,
15930,https://www.vinted.co.uk/items/9809920881-moda-striped-tie-front-knitted-cardigan-size-uk-18-green-gold-boho-summer?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Moda striped tie front knitted cardigan size UK 18 green gold boho summer,7.99,7.99,0,,GBP,MODA,L / UK 16-18,Very good,,2026-08-28T21:47:07.779532+00:00,2026-08-29T04:52:04.300233+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,7.99,2026-09-03T10:35:32.804300+00:00
15931,https://www.vinted.co.uk/items/9810876771-kookai-black-cropped-cardigan-size-8-y2k-vintage?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Kookaï black cropped cardigan size 8 Y2K vintage,7.00,7.00,0,,GBP,KOOKAÏ,S / UK 8-10,Very good,,2026-08-28T21:47:07.779532+00:00,2026-08-29T04:52:27.386662+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,7.00,2026-09-03T10:35:41.183906+00:00
15933,https://www.vinted.co.uk/items/9811575593-snoopy-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Snoopy Hoodie,10.00,10.00,0,,GBP,Peanuts,XL / UK 20-22,Very good,,2026-08-28T21:47:07.779532+00:00,2026-08-29T04:52:27.386662+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,10.00,2026-09-03T10:35:54.968190+00:00
15940,https://www.vinted.co.uk/items/9811650731-grey-adanola-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Grey adanola hoodie,25.00,25.00,0,,GBP,Adanola,S / UK 8-10,Very good,,2026-08-28T21:47:07.779532+00:00,2026-08-28T21:47:07.779532+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,25.00,2026-09-03T10:31:18.683583+00:00
15942,https://www.vinted.co.uk/items/9810152228-blue-velour-track-top-by-juicy-couture?referrer=catalog,Vinted,womens_jumpers_and_sweaters,blue velour track top by Juicy Couture,14.00,14.00,0,,GBP,Juicy Couture,L / UK 16-18,Very good,,2026-08-28T21:47:07.779532+00:00,2026-08-29T04:52:36.751131+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,14.00,2026-09-03T10:36:59.877422+00:00
15946,https://www.vinted.co.uk/items/9806204438-autograph-pure-cashmere-ladies-jumper-taupe-beige-size-10?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Autograph Pure Cashmere Ladies Jumper - Taupe / Beige Size 10,18.99,18.99,0,,GBP,Autograph,S / UK 8-10,Good,,2026-08-28T21:47:18.483359+00:00,2026-08-29T04:52:27.386662+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,15.99,2026-09-03T10:37:30.212225+00:00
15956,https://www.vinted.co.uk/items/9809337809-woolovers-size-12-14-steel-blue-denim-marl-wool-cable-knit-roll-neck-turtle-neck-jumper-size-m-nwot?referrer=catalog,Vinted,womens_jumpers_and_sweaters,WoolOvers Size 12 14 Steel Blue Denim Marl Wool Cable Knit Roll Neck Turtle Neck Jumper Size M NWoT,45.00,45.00,0,,GBP,WoolOvers,M / UK 12-14,New without tags,,2026-08-28T21:47:18.483359+00:00,2026-08-29T04:52:36.751131+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,45.00,2026-09-03T10:38:31.221131+00:00
15957,https://www.vinted.co.uk/items/9809847575-grey-pink-y2k-hoodie-bnwt-ps2995?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Grey & Pink Y2K hoodie BNWT £29.95,19.99,19.99,0,,GBP,Hollister,XS / UK 4-6,New with tags,,2026-08-28T21:47:18.483359+00:00,2026-08-29T04:52:04.300233+00:00,deleted,2026-09-03T10:38:36.266076+00:00,2,,
15958,https://www.vinted.co.uk/items/9811348615-hm-oversized-mohair-blend-jumper?referrer=catalog,Vinted,womens_jumpers_and_sweaters,H&M oversized mohair-blend jumper,15.00,15.00,0,,GBP,H&M,M / UK 12-14,Good,,2026-08-28T21:47:18.483359+00:00,2026-08-29T04:52:36.751131+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,15.00,2026-09-03T10:38:44.593332+00:00
15959,https://www.vinted.co.uk/items/9805274431-adorable-pastel-pink-knit-jumper-sweater?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Adorable pastel pink knit jumper/ sweater,8.00,8.00,0,,GBP,ASOS,S / UK 8-10,Good,,2026-08-28T21:47:18.483359+00:00,2026-08-29T04:52:36.751131+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,8.00,2026-09-03T10:38:51.619971+00:00
15973,https://www.vinted.co.uk/items/9811492848-hera-hoodie?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Hera hoodie,40.00,40.00,0,,GBP,Hera,L / UK 16-18,New without tags,,2026-08-28T21:47:18.483359+00:00,2026-08-29T04:52:36.751131+00:00,deleted,2026-09-03T10:39:46.359871+00:00,2,,
15974,https://www.vinted.co.uk/items/8786567621-vintage-alfred-dunner-patterned-knit-sweater-vest-size-small,Vinted,womens_jumpers_and_sweaters,Vintage Dressing,16.00,16.00,0,,GBP,Vintage Dressing,S / UK 8-10,Very good,,2026-08-28T21:47:18.483359+00:00,2026-08-28T21:47:18.483359+00:00,deleted,2026-09-03T10:31:23.981559+00:00,2,,
15975,https://www.vinted.co.uk/items/8945768536-vintage-purple-sun-prints-hand-knit-boho-oversized-sweatertunic-size-medium-12-14,Vinted,womens_jumpers_and_sweaters,Vintage Dressing,24.00,24.00,0,,GBP,Vintage Dressing,M / UK 12-14,Very good,,2026-08-28T21:47:18.483359+00:00,2026-08-28T21:47:18.483359+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,24.00,2026-09-03T10:31:32.208038+00:00
15986,https://www.vinted.co.uk/items/9811434507-amazing-white-stuff-pure-cashmere-jumper-size-14-excellent-condition?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Amazing White Stuff pure cashmere jumper . Size 14. Excellent condition,28.00,28.00,0,,GBP,White Stuff,M / UK 12-14,Very good,,2026-08-28T21:47:25.226260+00:00,2026-08-29T04:52:44.252128+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,28.00,2026-09-03T10:40:34.805429+00:00
15987,https://www.vinted.co.uk/items/9808391153-superdry-london-expertly-crafted-cord-hoodie-in-cream-off-white?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Superdry London Expertly Crafted Cord Hoodie in Cream / Off-White,12.00,12.00,0,,GBP,Superdry,M / UK 12-14,Very good,,2026-08-28T21:47:25.226260+00:00,2026-08-29T04:52:14.067874+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,12.00,2026-09-03T10:40:45.245081+00:00
15989,https://www.vinted.co.uk/items/9809550974-us-polo-assn-warm-cable-knit-gorgeous-colour-and-jumper-never-worn?referrer=catalog,Vinted,womens_jumpers_and_sweaters,US Polo Assn warm cable knit gorgeous colour and jumper - never worn,25.00,25.00,0,,GBP,U.S. Polo Assn.,L / UK 16-18,New without tags,,2026-08-28T21:47:25.226260+00:00,2026-08-28T21:47:25.226260+00:00,confirmed_sold,2026-08-29T12:15:38.059094+00:00,2,25.00,2026-09-03T10:31:50.709611+00:00
15990,https://www.vinted.co.uk/items/9808956225-vintage-y2k-per-una-textured-brown-zip-up-knit-jacket-size-m?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Vintage Y2K Per Una Textured Brown Zip Up Knit Jacket Size M,14.00,14.00,0,,GBP,Per Una,M / UK 12-14,Very good,,2026-08-28T21:47:25.226260+00:00,2026-08-29T04:52:44.252128+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,10.50,2026-09-03T10:41:06.334314+00:00
15994,https://www.vinted.co.uk/items/9800106471-cream-cable-knit-jumper-chunky-knit-uk-10?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Cream Cable Knit Jumper – Chunky Knit – UK 10,12.00,12.00,0,,GBP,Miss Selfridge,S / UK 8-10,Very good,,2026-08-28T21:47:25.226260+00:00,2026-08-29T04:52:44.252128+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,12.00,2026-09-03T10:41:32.827569+00:00
16003,https://www.vinted.co.uk/items/9801606514-vintage-paul-james-100-british-wool-aran-jumper?referrer=catalog,Vinted,womens_jumpers_and_sweaters,Vintage Paul James 100% British Wool Aran Jumper,45.00,45.00,0,,GBP,Paul James,XL / UK 20-22,Very good,,2026-08-28T21:47:32.538752+00:00,2026-08-29T04:52:36.751131+00:00,confirmed_sold,2026-08-29T15:39:43.342353+00:00,2,45.00,2026-09-03T10:42:30.377924+00:00
