listing_id,url,title,brand,category,condition,size,current_price,group_avg_price,pct_below_avg,days_listed
600655,https://www.vinted.co.uk/items/9974065284-nike-air-max-95-trainers?referrer=catalog,Nike air max 95 trainers,Nike,brand_nike_air_max_95,Very good,7,20.0,50.23,60.2,1
440053,https://www.vinted.co.uk/items/9930195124-knitted-vest-top?referrer=catalog,Knitted vest top,H&M,brand_hm,New without tags,L / UK 16-18,3.0,7.54,60.2,4
376712,https://www.vinted.co.uk/items/9880749476-supreme-bridge-tee-from-fw19?referrer=catalog,Supreme bridge tee from FW19,Supreme,brand_supreme_shirt,Very good,M,12.0,30.06,60.1,5
477006,https://www.vinted.co.uk/items/9946149695-pink-nike-jumper?referrer=catalog,pink nike jumper,Nike,brand_nike_hoodie,Very good,XS / UK 4-6,4.0,10.03,60.1,4
407413,https://www.vinted.co.uk/items/9935665541-grey-nike-hoodie?referrer=catalog,grey nike hoodie,Nike,jumpers_and_sweaters,Very good,M,4.0,10.02,60.1,5
537881,https://www.vinted.co.uk/items/9960921707-nike-jumper?referrer=catalog,Nike jumper,Nike,brand_nike_hoodie,Very good,XS / UK 4-6,4.0,10.03,60.1,2
218976,https://www.vinted.co.uk/items/8806790936-supreme-hoodie?referrer=catalog,Supreme Hoodie,Supreme,brand_supreme_hoodie,New with tags,L,82.36,206.16,60.1,11
651696,https://www.vinted.co.uk/items/9985047520-supreme-hanes-bandana-tshirt?referrer=catalog,Supreme Hanes bandana tshirt,Supreme,brand_supreme_shirt,Very good,M,12.0,30.06,60.1,0
652045,https://www.vinted.co.uk/items/9987900282-grey-lemon-adidas-short-trousers-sz-8-10?referrer=catalog,Grey & lemon adidas short trousers sz 8-10,adidas,brand_adidas,Very good,S / UK 8-10,3.5,8.77,60.1,0
653273,https://www.vinted.co.uk/items/9988587222-ralph-lauren-beige-t-shirt?referrer=catalog,Ralph Lauren Beige T-Shirt,Polo Ralph Lauren,brand_ralph_lauren_shirt,Very good,M,6.0,15.02,60.1,0
653924,https://www.vinted.co.uk/items/9989950412-ralph-lauren-shirt?referrer=catalog,Ralph Lauren Shirt,Polo Ralph Lauren,brand_ralph_lauren_shirt,Very good,M,6.0,15.02,60.1,0
219092,https://www.vinted.co.uk/items/6597149162-palace-print-t-shirt-in-black?referrer=catalog,Palace print T shirt in Black,Palace,brand_palace,Very good,S,16.0,40.14,60.1,11
28690,https://www.vinted.co.uk/items/9815671368-ladies-tunic?referrer=catalog,Ladies tunic,,womens_dresses,New without tags,L / UK 16-18,4.0,10.02,60.1,15
503670,https://www.vinted.co.uk/items/9955132015-grey-ralph-lauren-t-shirt?referrer=catalog,Grey Ralph Lauren T-shirt,Polo Ralph Lauren,brand_ralph_lauren_shirt,Very good,XS / UK 4-6,5.5,13.77,60.1,3
552061,https://www.vinted.co.uk/items/9962248277-supreme-backpack?referrer=catalog,"Supreme backpack, Brand: Supreme",,brand_supreme,Very good,,26.3,65.86,60.1,2
467535,https://www.vinted.co.uk/items/9945918939-ralph-lauren-slim-fit-top?referrer=catalog,Ralph Lauren slim fit top,Polo Ralph Lauren,brand_ralph_lauren_shirt,Very good,M,6.0,15.02,60.1,4
679827,https://www.vinted.co.uk/items/9988958007-ladies-adidas-sliders-size-7?referrer=catalog,Ladies Adidas sliders size 7,adidas,brand_adidas_shoes,New with tags,7,15.0,37.58,60.1,0
679955,https://www.vinted.co.uk/items/9993891524-green-and-pink-adidas-gazelle?referrer=catalog,Green and Pink Adidas Gazelle,adidas,brand_adidas_shoes,Good,4.5,7.0,17.54,60.1,0
193715,https://www.vinted.co.uk/items/9853646049-womens-adidas-vest-10?referrer=catalog,Women’s adidas vest 10,adidas,brand_adidas,Very good,S / UK 8-10,3.5,8.77,60.1,12
613435,https://www.vinted.co.uk/items/9976774122-nike-hoodie?referrer=catalog,nike hoodie,Nike,brand_nike_hoodie,Very good,XS / UK 4-6,4.0,10.03,60.1,1
615862,https://www.vinted.co.uk/items/9975007648-adidas-ozweggos?referrer=catalog,Adidas ozweggos,adidas,brand_adidas_shoes,New without tags,5,9.5,23.82,60.1,1
265908,https://www.vinted.co.uk/items/9852164537-adidas-baby-tee?referrer=catalog,Adidas baby tee,adidas,brand_adidas,Very good,S / UK 8-10,3.5,8.77,60.1,11
49971,https://www.vinted.co.uk/items/9565622265-white-and-black-box-logo-supreme-t-shirt?referrer=catalog,White and black box logo supreme t shirt,Supreme,brand_supreme_shirt,Very good,M,12.0,30.06,60.1,15
436116,https://www.vinted.co.uk/items/9939297718-ms-pink-vest-top?referrer=catalog,M&S pink vest top,Marks & Spencer,womens_tops_and_tshirts,Very good,S / UK 8-10,1.5,3.76,60.1,4
402703,https://www.vinted.co.uk/items/9934920675-polo-ralph-lauren-blue-cotton-shirt-in-medium-size?referrer=catalog,Polo Ralph Lauren blue cotton shirt in medium size,Polo Ralph Lauren,brand_ralph_lauren_shirt,Very good,M,6.0,15.02,60.1,5
64431,https://www.vinted.co.uk/items/9365541790-supreme-print-shirt?referrer=catalog,Supreme print shirt,Supreme,brand_supreme_shirt,Very good,M,12.0,30.06,60.1,15
660340,https://www.vinted.co.uk/items/9990323493-adanola-jumper?referrer=catalog,Adanola jumper,Adanola,womens_jumpers_and_sweaters,Very good,L / UK 16-18,10.0,25.09,60.1,0
663914,https://www.vinted.co.uk/items/9992592882-ladies-size-10-long-sleeve-top-womens-small-blouse?referrer=catalog,Ladies size 10 long sleeve top.  Women’s small blouse,Marks & Spencer,womens_tops_and_tshirts,Very good,S / UK 8-10,1.5,3.76,60.1,0
666145,https://www.vinted.co.uk/items/7764128702-supreme-tee?referrer=catalog,supreme tee,Supreme,brand_supreme_shirt,Very good,M,12.0,30.06,60.1,0
667915,https://www.vinted.co.uk/items/9976477556-mens-polo-ralph-lauren-tshirt-size-m?referrer=catalog,Men’s Polo Ralph Lauren tshirt size M,Polo Ralph Lauren,brand_ralph_lauren_shirt,Very good,M,6.0,15.02,60.1,0
376029,https://www.vinted.co.uk/items/9918280225-nike-hooded-jacket?referrer=catalog,Nike hooded jacket,Nike,brand_nike_hoodie,Very good,XS / UK 4-6,4.0,10.03,60.1,5
201161,https://www.vinted.co.uk/items/9859292171-carhartt-t-shirt-mens?referrer=catalog,Carhartt t-shirt men’s,Carhartt,brand_carhartt,Very good,XS,7.0,17.53,60.1,12
409949,https://www.vinted.co.uk/items/9935547954-striped-joules-top?referrer=catalog,Striped joules top,Joules,womens_jumpers_and_sweaters,Good,M / UK 12-14,3.0,7.5,60.0,5
527501,https://www.vinted.co.uk/items/9950949264-kids-adidas-trainers?referrer=catalog,Kids adidas trainers,adidas,brand_adidas,Very good,12 child | EU 31,5.0,12.5,60.0,3
17303,https://www.vinted.co.uk/items/9774496139-george-wide-leg-trousers-size-10,George,George,womens_outerwear,Very good,S / UK 8-10,2.0,5.0,60.0,16
643357,https://www.vinted.co.uk/items/9986084717-star-wars-bantha-tshirt?referrer=catalog,Star Wars bantha Tshirt,Star Wars,tops_and_tshirts,Very good,L,2.0,5.0,60.0,0
645137,https://www.vinted.co.uk/items/9983345539-mens-nike-air-max-invigor-size-9-uk?referrer=catalog,Mens Nike air max invigor size 9 UK,Nike Air,shoes,Very good,9,20.0,50.0,60.0,0
646125,https://www.vinted.co.uk/items/9985554648-button-cardigan?referrer=catalog,Button cardigan,River Island,womens_jumpers_and_sweaters,New without tags,M / UK 12-14,4.0,10.0,60.0,0
646499,https://www.vinted.co.uk/items/9986422480-white-button-up-cardigan?referrer=catalog,White button up cardigan,Brandy Melville,womens_jumpers_and_sweaters,Very good,One size,4.0,10.0,60.0,0
646779,https://www.vinted.co.uk/items/9987308722-monsoon-beach-dress?referrer=catalog,Monsoon beach dress,Monsoon,womens_dresses,Very good,L / UK 16-18,5.0,12.5,60.0,0
648512,https://www.vinted.co.uk/items/9989270857-zara-bomber-jacket?referrer=catalog,zara bomber jacket,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,17.48,60.0,0
649558,https://www.vinted.co.uk/items/9986039014-ladies-next-size-18-bnwt-white-top?referrer=catalog,Ladies Next size 18 BNWT white Top,Next,womens_tops_and_tshirts,New with tags,L / UK 16-18,5.0,12.5,60.0,0
650076,https://www.vinted.co.uk/items/9984589020-nike-tracksuit-boys?referrer=catalog,Nike tracksuit boys,Nike,brand_nike_tracksuit,Good,8 years / 128 cm,3.0,7.5,60.0,0
650988,https://www.vinted.co.uk/items/9989424424-nike-lionesses-t-shirt-l-nwt?referrer=catalog,Nike. Lionesses t shirt. L. NWT,Nike,brand_nike_t_shirt,New with tags,L / UK 16-18,5.0,12.5,60.0,0
652424,https://www.vinted.co.uk/items/9941617077-adidas-trainers?referrer=catalog,Adidas trainers,adidas,brand_adidas_shoes,New with tags,5,15.0,37.52,60.0,0
526728,https://www.vinted.co.uk/items/9958762317-red-zara-t-shirt?referrer=catalog,Red Zara t-shirt,Nike,brand_nike_t_shirt,New with tags,L,5.0,12.5,60.0,3
516407,https://www.vinted.co.uk/items/9953121355-adidas-gym-trainers?referrer=catalog,Adidas gym trainers,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,3
395174,https://www.vinted.co.uk/items/9679139603,Zara,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,17.48,60.0,5
377951,https://www.vinted.co.uk/items/9930640836-adidas-tensaur-uk12?referrer=catalog,Adidas Tensaur uk12,adidas,brand_adidas,Very good,12 child | EU 31,5.0,12.5,60.0,5
524806,https://www.vinted.co.uk/items/9957792606-ladies-zara-cord-short-jacket?referrer=catalog,Ladies Zara cord short jacket,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,17.48,60.0,3
526047,https://www.vinted.co.uk/items/9954034897-nike-trainers?referrer=catalog,Nike trainers,Nike,brand_nike,Good,10 child | EU 28,3.0,7.5,60.0,3
378181,https://www.vinted.co.uk/items/9932015447-adidas-shoes?referrer=catalog,Adidas shoes,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,5
418388,https://www.vinted.co.uk/items/9936024814-baby-boy-co-ord?referrer=catalog,Baby boy co-ord,H&M,brand_hm,New without tags,6-9 months / 68 cm,3.0,7.5,60.0,5
234196,https://www.vinted.co.uk/items/9850861011-adidas-dragon-trainer?referrer=catalog,Adidas Dragon Trainer,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,11
251359,https://www.vinted.co.uk/items/9867646311-ms-gingham-fleece?referrer=catalog,m&s gingham fleece,Marks & Spencer,outerwear,Very good,S,4.0,10.0,60.0,11
248104,https://www.vinted.co.uk/items/9869693231-adidas-mint-green-sliders-size-5-uk?referrer=catalog,adidas mint green sliders size 5 uk,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,11
672576,https://www.vinted.co.uk/items/9975037767-mens-jack-jones-size-medium-jumper?referrer=catalog,Mens Jack & Jones size Medium jumper,Jack & Jones,jumpers_and_sweaters,Very good,M,2.0,5.0,60.0,0
672691,https://www.vinted.co.uk/items/9985923796-champion-sweatshirt-xl?referrer=catalog,Champion sweatshirt XL,Champion,jumpers_and_sweaters,Very good,XL,3.5,8.76,60.0,0
673535,https://www.vinted.co.uk/items/9994330150-mens-grey-nike-air-95s-trainers?referrer=catalog,Men’s grey Nike air 95s trainers,Nike Air,shoes,Very good,9,20.0,50.0,60.0,0
673929,https://www.vinted.co.uk/items/9991629733-nike-miller?referrer=catalog,Nike Miller,Nike,activewear,Good,XL,5.0,12.5,60.0,0
675013,https://www.vinted.co.uk/items/9994092804-black-cut-out-dress?referrer=catalog,Black cut out dress,Bershka,womens_dresses,Very good,M / UK 12-14,3.0,7.5,60.0,0
676520,https://www.vinted.co.uk/items/9993419968-trench-coat?referrer=catalog,Trench coat,Shein,womens_outerwear,New without tags,XS / UK 4-6,2.0,5.0,60.0,0
676661,https://www.vinted.co.uk/items/9985233601-womens-jacket?referrer=catalog,Women’s jacket,Next,womens_outerwear,Good,S / UK 8-10,4.0,10.0,60.0,0
676879,https://www.vinted.co.uk/items/9991764443-blue-puffed-coatjacket?referrer=catalog,Blue puffed coat/jacket,George,womens_outerwear,Very good,S / UK 8-10,2.0,5.0,60.0,0
677142,https://www.vinted.co.uk/items/9993618743-black-ribbed-cropped-top?referrer=catalog,Black ribbed cropped top,Primark,womens_tops_and_tshirts,New with tags,XS / UK 4-6,2.0,5.0,60.0,0
677616,https://www.vinted.co.uk/items/9993918328-womens-polka-dot-tunic-size-2224?referrer=catalog,Women's polka dot tunic - Size 22/24,Yours,womens_tops_and_tshirts,Very good,XL / UK 20-22,1.0,2.5,60.0,0
680009,https://www.vinted.co.uk/items/9993444521-adidas-sliders?referrer=catalog,Adidas Sliders,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,0
425736,https://www.vinted.co.uk/items/9936510038-girls-nike-trainers-size-10?referrer=catalog,Girls Nike trainers size 10,Nike,brand_nike,Good,10 child | EU 28,3.0,7.5,60.0,5
431771,https://www.vinted.co.uk/items/9931784497-uniqlo-jwanderson-mens-shorts-beige?referrer=catalog,Uniqlo / JWAnderson men’s shorts beige,Uniqlo,shorts,Very good,S,4.0,10.0,60.0,4
298190,https://www.vinted.co.uk/items/9877750445-puffer-coat?referrer=catalog,puffer coat,Shein,womens_outerwear,New without tags,XS / UK 4-6,2.0,5.0,60.0,10
415981,https://www.vinted.co.uk/items/9922173829-adidas-trainers?referrer=catalog,Adidas trainers,adidas,brand_adidas,Very good,12 child | EU 31,5.0,12.5,60.0,5
507816,https://www.vinted.co.uk/items/9955443674-vintage-1990s-chunky-knit-collared-boxy-jumper-grey-black-mens-medium?referrer=catalog,Vintage 1990s Chunky Knit Collared Boxy Jumper Grey Black Mens Medium,Vintage Dressing,jumpers_and_sweaters,Very good,M,6.0,15.0,60.0,3
615802,https://www.vinted.co.uk/items/9970621839-adidas-trainers-size-5?referrer=catalog,Adidas trainers size 5,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,1
616008,https://www.vinted.co.uk/items/9976042100-grey-ozweegos?referrer=catalog,Grey ozweego’s,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,1
332402,https://www.vinted.co.uk/items/9885819954-flowery-ruffle-skort?referrer=catalog,Flowery ruffle skort,Pull & Bear,womens_skorts,Very good,XS / UK 4-6,2.0,5.0,60.0,9
130975,https://www.vinted.co.uk/items/9848166661-boys-shirts?referrer=catalog,Boys shirts,Ralph Lauren,brand_ralph_lauren_shirt,Very good,10 years / 140 cm,3.0,7.5,60.0,13
532338,https://www.vinted.co.uk/items/9952614770-mens-champion-hoodie-grey-xl?referrer=catalog,Mens Champion Hoodie Grey XL,Champion,jumpers_and_sweaters,Very good,XL,3.5,8.76,60.0,2
535668,https://www.vinted.co.uk/items/9951239483-pull-and-bear-denim-mom-jeans?referrer=catalog,Pull and Bear Denim Mom jeans,Pull & Bear,womens_jeans,Very good,M / UK 12-14,2.5,6.25,60.0,2
541395,https://www.vinted.co.uk/items/9961954424-vintage-levis-shorts?referrer=catalog,Vintage Levi's Shorts,Levi's,brand_levis,Good,W31,4.0,10.0,60.0,2
38099,https://www.vinted.co.uk/items/9816181065-next-petite-quilted-animal-print-jacket-size-10?referrer=catalog,Next Petite quilted Animal Print Jacket Size 10,Next,womens_outerwear,Good,S / UK 8-10,4.0,10.0,60.0,15
638931,https://www.vinted.co.uk/items/9973126454-adidas-trainers?referrer=catalog,Adidas trainers,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,0
423145,https://www.vinted.co.uk/items/9936889541-lipstick-black-white-dress?referrer=catalog,Lipstick black white dress,Lipsy,womens_dresses,New with tags,S / UK 8-10,4.0,10.0,60.0,5
323361,https://www.vinted.co.uk/items/9883586022-supreme-x-spitfire-hoodie?referrer=catalog,Supreme x Spitfire Hoodie,Supreme,brand_supreme_hoodie,New without tags,XL,35.0,87.44,60.0,9
209668,https://www.vinted.co.uk/items/7920926931-ralph-lauren-grey-mens-hoodie-large?referrer=catalog,Ralph Lauren Grey Men’s Hoodie Large,Ralph Lauren,brand_ralph_lauren_hoodie,Good,L / UK 16-18,6.0,15.0,60.0,12
657572,https://www.vinted.co.uk/items/9992300089-mens-t-shirt?referrer=catalog,Men’s T-shirt,Star Wars,tops_and_tshirts,Very good,L,2.0,5.0,60.0,0
657835,https://www.vinted.co.uk/items/9032338256-jack-and-jones-pink-jumper?referrer=catalog,Jack and Jones pink jumper,Jack & Jones,jumpers_and_sweaters,Very good,M,2.0,5.0,60.0,0
660542,https://www.vinted.co.uk/items/9984844383-tu-jumper-18?referrer=catalog,TU jumper 18,TU Woman,womens_jumpers_and_sweaters,Very good,L / UK 16-18,3.0,7.5,60.0,0
661268,https://www.vinted.co.uk/items/9992214838-monsoon-floral-dress-size-16?referrer=catalog,Monsoon floral dress size 16,Monsoon,womens_dresses,Very good,L / UK 16-18,5.0,12.5,60.0,0
661345,https://www.vinted.co.uk/items/9991731182-lk-bennett-wrap-dress?referrer=catalog,LK Bennett wrap dress,LK Bennett,womens_dresses,Very good,M / UK 12-14,10.0,25.0,60.0,0
661483,https://www.vinted.co.uk/items/9992179570-lk-bennet-cream-and-blue-floral-print-midi-length-dress?referrer=catalog,LK Bennet Cream and Blue Floral Print Midi Length Dress,LK Bennett,womens_dresses,Very good,M / UK 12-14,10.0,25.0,60.0,0
662798,https://www.vinted.co.uk/items/9985117368-regatta-raincoat?referrer=catalog,Regatta raincoat,Regatta,womens_outerwear,Very good,S / UK 8-10,5.0,12.49,60.0,0
663228,https://www.vinted.co.uk/items/9992967156-zara-leopard-print-biker-crop-jacket?referrer=catalog,Zara leopard print biker crop jacket,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,17.48,60.0,0
663306,https://www.vinted.co.uk/items/9981868223-zara-coat-s?referrer=catalog,Zara coat s,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,17.48,60.0,0
666989,https://www.vinted.co.uk/items/9993674433-womens-trainers-size-5?referrer=catalog,Womens trainers size 5,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,0
667832,https://www.vinted.co.uk/items/9980421834-ralph-lauren-jeans?referrer=catalog,Ralph Lauren jeans,Polo Ralph Lauren,brand_polo_ralph_lauren,Very good,M,7.5,18.73,60.0,0
193999,https://www.vinted.co.uk/items/9834145172-adidas-trainers-sz-5?referrer=catalog,Adidas trainers. Sz 5,adidas,brand_adidas_shoes,Good,5,5.0,12.51,60.0,12
266466,https://www.vinted.co.uk/items/9818500241-bundle-of-5-t-shirts-new-and-good?referrer=catalog,Bundle of 5 t-shirts (new and good),Polo Ralph Lauren,brand_polo_ralph_lauren,Very good,M,7.5,18.73,60.0,11
532229,https://www.vinted.co.uk/items/9961586086-black-mens-ms-jumper?referrer=catalog,Black men’s M&S jumper,Marks & Spencer,jumpers_and_sweaters,Very good,M,2.5,6.25,60.0,2
391979,https://www.vinted.co.uk/items/9929677764-joules-green-jumper?referrer=catalog,Joules green jumper,Joules,womens_jumpers_and_sweaters,Good,M / UK 12-14,3.0,7.5,60.0,5
20159,https://www.vinted.co.uk/items/9811677363-ted-baker-dress?referrer=catalog,Ted baker dress,Ted Baker,womens_dresses,Very good,S / UK 8-10,6.0,15.0,60.0,15
269503,https://www.vinted.co.uk/items/9864145952-nike-tshirt?referrer=catalog,Nike tshirt,Nike,activewear,Good,XL,5.0,12.5,60.0,10
529911,https://www.vinted.co.uk/items/9956642002-levis-slim-fit-jeans-grey-vintage-30x29-w30-l29?referrer=catalog,Levi’s Slim Fit Jeans Grey Vintage 30x29 W30 L29,Levi's,brand_levis,Good,W30,3.95,9.88,60.0,3
524069,https://www.vinted.co.uk/items/9924633347-pull-and-bear-skort-size-6-eu-34?referrer=catalog,Pull and Bear Skort size 6 EU 34,Pull & Bear,womens_skorts,Very good,XS / UK 4-6,2.0,5.0,60.0,3
602933,https://www.vinted.co.uk/items/9972424691-polo-rl-unisex-socks?referrer=catalog,Polo RL Unisex Socks,Polo Ralph Lauren,brand_polo_ralph_lauren,New without tags,One size,7.0,17.5,60.0,1
284915,https://www.vinted.co.uk/items/9876859901-bershka-cami-top?referrer=catalog,Bershka cami top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,10
275866,https://www.vinted.co.uk/items/9867258230-bershka-shorts?referrer=catalog,Bershka shorts,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,10
260788,https://www.vinted.co.uk/items/9869552166-overaized-jumper?referrer=catalog,overaized jumper,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,11
426901,https://www.vinted.co.uk/items/9917114164-supreme-beanie?referrer=catalog,Supreme beanie,Supreme,brand_supreme,Very good,One size,13.41,33.42,59.9,5
290553,https://www.vinted.co.uk/items/9875551148-straight-leg-jeans?referrer=catalog,Straight leg jeans,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,10
555045,https://www.vinted.co.uk/items/9962052401-bershka-cropt-floral-mesh-top?referrer=catalog,Bershka cropt floral mesh top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,2
55325,https://www.vinted.co.uk/items/9805510968-bershka-off-shoulder-top?referrer=catalog,Bershka off shoulder top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,15
185537,https://www.vinted.co.uk/items/9853575346-pinstripe-crop-top?referrer=catalog,Pinstripe crop top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,12
628893,https://www.vinted.co.uk/items/9977909108-blue-graphic-crop-top?referrer=catalog,blue graphic crop top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,1
138894,https://www.vinted.co.uk/items/8292104856-supreme-t-shirt?referrer=catalog,Supreme T-shirt,Supreme,brand_supreme_t_shirt,Very good,M,10.0,24.93,59.9,13
540819,https://www.vinted.co.uk/items/9693557694-xs-clothes-bundle-skirts-dress-tops-hm-plt-bershka?referrer=catalog,"XS clothes bundle, skirts, dress, tops. H&M PLT Bershka",Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,2
540995,https://www.vinted.co.uk/items/9955463971-grey-bershka-crop-top?referrer=catalog,Grey bershka crop top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,2
275838,https://www.vinted.co.uk/items/9855586599-mini-bershka-dress?referrer=catalog,Mini bershka dress,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,10
518366,https://www.vinted.co.uk/items/9955047987-metallica-tshirt-xs?referrer=catalog,Metallica tshirt XS,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,3
642581,https://www.vinted.co.uk/items/9988582395-blue-nike-joggers?referrer=catalog,Blue Nike joggers,Nike,trousers,Very good,L,5.0,12.48,59.9,0
642641,https://www.vinted.co.uk/items/9984872358-mens-nike-trousers?referrer=catalog,Men’s Nike trousers,Nike,trousers,Very good,L,5.0,12.48,59.9,0
654878,https://www.vinted.co.uk/items/9986758483-milkmaid-top?referrer=catalog,Milkmaid top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
654951,https://www.vinted.co.uk/items/9985683147-flower-tank?referrer=catalog,Flower Tank,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
654961,https://www.vinted.co.uk/items/9495951727-long-sleeve-sweatshirt-with-shirt-hem-detail?referrer=catalog,Long Sleeve Sweatshirt with Shirt Hem Detail,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
654968,https://www.vinted.co.uk/items/9986595609-led-zeppelin-black-graphic-t-shirt?referrer=catalog,Led Zeppelin Black Graphic T-Shirt,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
655022,https://www.vinted.co.uk/items/9986242972-bershka-t-shirt-xs?referrer=catalog,bershka t shirt - XS,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
655026,https://www.vinted.co.uk/items/9986017918-bershka-yellow-frilly-top?referrer=catalog,Bershka yellow frilly top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
655065,https://www.vinted.co.uk/items/9989865163-womens-bershka-top-size-xs?referrer=catalog,Women’s Bershka top size xs,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
523173,https://www.vinted.co.uk/items/9958018747-bershka-soft-cardigan-xs?referrer=catalog,Bershka soft cardigan xs,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,3
405765,https://www.vinted.co.uk/items/9935839899-mens-nike-joggers?referrer=catalog,Men’s Nike joggers,Nike,trousers,Very good,L,5.0,12.48,59.9,5
512986,https://www.vinted.co.uk/items/9868332844,River Island,River Island,womens_outerwear,Very good,L / UK 16-18,5.0,12.47,59.9,3
400144,https://www.vinted.co.uk/items/9919821231-supreme-t-shirt?referrer=catalog,Supreme T-shirt,Supreme,brand_supreme_t_shirt,Very good,M,10.0,24.93,59.9,5
282033,https://www.vinted.co.uk/items/9874580229-denim-mini-dress?referrer=catalog,Denim mini dress,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,10
260691,https://www.vinted.co.uk/items/9831581622-bershka-knitted-top?referrer=catalog,Bershka Knitted Top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,11
202092,https://www.vinted.co.uk/items/9859112617-bershka-trousers?referrer=catalog,Bershka trousers,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,12
461217,https://www.vinted.co.uk/items/9945673318-bershka-skort?referrer=catalog,bershka skort,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,4
670420,https://www.vinted.co.uk/items/9990726002-mens-vintage-nike-netherlands-knvb-national-football-team-heavy-outerwear-jacket-bench-coat-xl?referrer=catalog,Men’s Vintage Nike Netherlands (KNVB) National Football Team Heavy Outerwear Jacket / Bench Coat XL,Nike,outerwear,Good,XL,8.0,19.97,59.9,0
680762,https://www.vinted.co.uk/items/9986325108-kids-boys-ralph-lauren-blue-polo-shirt-short-sleeve-100-cotton?referrer=catalog,Kids boys Ralph Lauren blue polo shirt short sleeve 100% cotton,Polo Ralph Lauren,brand_ralph_lauren_polo_shirt,Very good,4 years / 104 cm,3.5,8.73,59.9,0
681811,https://www.vinted.co.uk/items/9994466379-yellow-and-brown-fitted-top?referrer=catalog,yellow and brown fitted top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
681819,https://www.vinted.co.uk/items/9994148029-bershka-mini-skirt?referrer=catalog,Bershka mini skirt,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
681822,https://www.vinted.co.uk/items/9991012559-betty-boop-red-star-top?referrer=catalog,Betty Boop red star top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
681898,https://www.vinted.co.uk/items/9979594459-long-sleeved-top?referrer=catalog,Long sleeved top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,0
290570,https://www.vinted.co.uk/items/9873728775-zebra-print-corset-top?referrer=catalog,Zebra print corset top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,10
55738,https://www.vinted.co.uk/items/9816852988-flare-trousers-with-ring-detail?referrer=catalog,flare trousers with ring detail,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,15
404270,https://www.vinted.co.uk/items/9932388622-bershka-black-wide-leg-trousers?referrer=catalog,Bershka Black Wide Leg Trousers,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,5
404334,https://www.vinted.co.uk/items/9904460006-vintage-style-baby-tee-crop-top?referrer=catalog,Vintage Style Baby Tee crop top,Bershka,brand_bershka,Very good,XS / UK 4-6,3.0,7.48,59.9,5
