listing_id,url,platform,category,title,current_price,original_price,price_drops,last_price_change,currency,brand,size,condition,imageUrl,first_seen,last_seen,status,date_disappeared,consecutive_misses
7273,https://www.vinted.co.uk/items/9808036622-vintage-nautica-mens-black-yellow-colorblock-swim-shorts-board-shorts-y2k?referrer=catalog,Vinted,mens_activewear,Vintage Nautica Mens Black Yellow Colorblock Swim Shorts Board Shorts Y2K,10.00,10.00,0,,GBP,Nautica,XL,Very good,https://images1.vinted.net/t/02_01519_madHo1HWjRWzmiGizHvfkjbW/310x430/fee53724.webp?s=eb76cbc31ef937306b07653b6420148813aba187,2026-08-28T19:21:44.169850+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7274,https://www.vinted.co.uk/items/9794647048-manchester-united-201617-pogba-6-home-shirt?referrer=catalog,Vinted,mens_activewear,Manchester United 2016/17 Pogba #6 Home Shirt,25.00,25.00,0,,GBP,adidas,M,Very good,https://images1.vinted.net/t/05_00608_RDfvTnRz2kN9QXw53KqNdaNP/310x430/08854916.webp?s=815e7a9d590ba319d4999ce403dd75c9ae1e4390,2026-08-28T19:21:44.169850+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7275,https://www.vinted.co.uk/items/9809823370-new-golf-quarter-zip-adidas-l-coral-long-sleeve?referrer=catalog,Vinted,mens_activewear,"NEW Golf Quarter Zip Adidas (L, Coral, Long Sleeve)",45.00,45.00,0,,GBP,adidas,L,New with tags,https://images1.vinted.net/t/02_0246d_WE13cBjnCZWnwkw5N5rT36Bv/310x430/22462e91.webp?s=be3033ae29974f8e2d2b555c45b4b4504a73ff46,2026-08-28T19:21:44.169850+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7276,https://www.vinted.co.uk/items/9783813960-vintage-adidas-shorts?referrer=catalog,Vinted,mens_activewear,Vintage Adidas shorts,8.00,8.00,0,,GBP,adidas,M,Very good,https://images1.vinted.net/t/02_01631_cWYzSbq7rQa55r8dsU2ca3be/310x430/c7635337.webp?s=08df8eb444aa030c73c7a1a130e564317704a4b8,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7277,https://www.vinted.co.uk/items/9795194839-real-colorado-soccer-nike-track-jacket-men-xl-red-14-zip-long-sleeve-pullover?referrer=catalog,Vinted,mens_activewear,Real Colorado Soccer Nike Track Jacket Men XL Red 1/4 Zip Long Sleeve Pullover,12.00,12.00,0,,GBP,Nike,XL,New without tags,https://images1.vinted.net/t/06_02537_e2fNcbeaQ2KSKrW4CBPSCMxE/310x430/2a457a85.webp?s=65a5197b28608c9fac88c5841e4500fc67335a5f,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7278,https://www.vinted.co.uk/items/9809213900-bolton-wanderers-shirt?referrer=catalog,Vinted,mens_activewear,Bolton Wanderers shirt,5.00,5.00,0,,GBP,Macron,XS,New without tags,https://images1.vinted.net/t/01_01acb_L6cfPRvm8NZ4oLpsuLCAAKBz/310x430/3929a0d1.webp?s=b924fb1ff01d8798136efd0886923fbf56663263,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:06.478628+00:00,active,,0
7279,https://www.vinted.co.uk/items/9801965654-asics-icon-set?referrer=catalog,Vinted,mens_activewear,ASICS icon set,55.00,55.00,0,,GBP,Asics,XL,Very good,https://images1.vinted.net/t/06_011c1_anVgH4QYqiveC218gFQsbL1A/310x430/10b613d6.webp?s=c9070432c606d67b9883be15ad1dbdefc75aefc2,2026-08-28T19:21:52.029355+00:00,2026-08-28T21:45:52.400924+00:00,active,,1
7280,https://www.vinted.co.uk/items/9796801633-ajax-training-top?referrer=catalog,Vinted,mens_activewear,Ajax training Top,10.00,10.00,0,,GBP,adidas,M,Very good,https://images1.vinted.net/t/06_014f3_Pxwrm6NEJYEkjaJKhcrVrceV/310x430/a1955827.webp?s=6fe3f6e4e4162e0d921f83dcb2a5c58dedeb4d8f,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7281,https://www.vinted.co.uk/items/9806030956-springbok-bundle?referrer=catalog,Vinted,mens_activewear,Springbok Bundle,15.00,15.00,0,,GBP,Asics,S,Good,https://images1.vinted.net/t/06_004a6_tp1TMV6NSg7KQQdyxx4Qfzu8/310x430/1640e484.webp?s=54adf51702cdaa8f58351f7eca06c22c3b3fd4d5,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:50:57.705604+00:00,active,,0
7282,https://www.vinted.co.uk/items/9790999179-grey-screw-loose-tracksuit?referrer=catalog,Vinted,mens_activewear,Grey screw loose tracksuit,50.00,50.00,0,,GBP,screwloose,XS,New without tags,https://images1.vinted.net/t/02_024f6_kNYutYQjhtjvFmKErzcSh1xg/310x430/2a503eec.webp?s=8edb1855aeef01ae6c7a26efdfa140aa20d9f046,2026-08-28T19:21:52.029355+00:00,2026-08-28T21:45:44.090700+00:00,active,,1
7283,https://www.vinted.co.uk/items/9796148830-nike-t-shirt-football-top-xl-mens?referrer=catalog,Vinted,mens_activewear,Nike t-shirt football top XL men’s,9.00,9.00,0,,GBP,Nike,XL,Very good,https://images1.vinted.net/t/05_018d2_XqXaqL18e2uu4hQqWgL7jmVj/310x430/3d5306df.webp?s=145abadd881306b8b1c94834ee49a1c3c2b663ba,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:14.709285+00:00,active,,0
7284,https://www.vinted.co.uk/items/9806775298-lululemon-pacebreaker-shorts-linerless?referrer=catalog,Vinted,mens_activewear,Lululemon Pacebreaker Shorts - Linerless,25.00,25.00,0,,GBP,Lululemon,S,Very good,https://images1.vinted.net/t/06_020a1_GsSupo4t9wQE1zajmvzXB7fa/310x430/7eb6bfde.webp?s=1bc81644e2f751442c7485886121b2b6505e9f1b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7285,https://www.vinted.co.uk/items/9794321404-vanquish-t-shirt?referrer=catalog,Vinted,mens_activewear,Vanquish t shirt,10.00,10.00,0,,GBP,Vanquish,XL,New without tags,https://images1.vinted.net/t/02_02175_APU9FY1VWtozK1GGVXjezXE5/310x430/76960d81.webp?s=923f038c83342b28647aeb588087fac204416907,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:14.709285+00:00,active,,0
7286,https://www.vinted.co.uk/items/9806498194-kyrie-irving-nba-team-shirt?referrer=catalog,Vinted,mens_activewear,Kyrie Irving NBA Team Shirt,30.00,30.00,0,,GBP,Nike x NBA,XL,New with tags,https://images1.vinted.net/t/02_01889_uxjJe8fokku53TeKh41hCe6p/310x430/f9262f91.webp?s=8518e59cb7a1574801b3303c50c6490607be75c0,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:06.478628+00:00,active,,0
7287,https://www.vinted.co.uk/items/9806534658-best-leeds-brown-and-pink-football-jersey?referrer=catalog,Vinted,mens_activewear,Best Leeds brown and pink football jersey,16.00,16.00,0,,GBP,BEST,L,New without tags,https://images1.vinted.net/t/06_00df6_V8oaccGSxJgf3n4uZv2w4SkT/310x430/0f6938d6.webp?s=6f0735abb4ff7bbddde436c6b4aa33287613a47b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:50:57.705604+00:00,active,,0
7288,https://www.vinted.co.uk/items/9805778485-nike-tech-fleece-tracksuit-beigebrown?referrer=catalog,Vinted,mens_activewear,Nike tech fleece tracksuit Beige/Brown,30.00,30.00,0,,GBP,Nike,XS,Very good,https://images1.vinted.net/t/01_00a87_tQWVu85U1ojz5JJSwjeRWc2D/310x430/39857212.webp?s=30a383a0655e22194e229f8e6d49f937ce338e0f,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:06.478628+00:00,active,,0
7289,https://www.vinted.co.uk/items/9797135147-asics-limited-series-road-insulate-top?referrer=catalog,Vinted,mens_activewear,ASICS limited series road insulate top,59.00,59.00,0,,GBP,Asics,M,New with tags,https://images1.vinted.net/t/02_025af_oC7MSUW6qwyNPNdFcDSmXDGK/310x430/accad23f.webp?s=553c24fadb1d46d9a2c2a38f412f47bac4a7e60b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7290,https://www.vinted.co.uk/items/9803941109-mens-england-2026-official-shirt-new-with-tags?referrer=catalog,Vinted,mens_activewear,Men’s England 2026 Official Shirt - new with tags,50.00,50.00,0,,GBP,ENGLAND,L,New with tags,https://images1.vinted.net/t/06_000b6_1JVEqkPUmVpSqUrUyhuruyXr/310x430/bfd29b46.webp?s=633d3a593a5af3cf203f808ce9fa70281f9f4f10,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7291,https://www.vinted.co.uk/items/9795120274-man-active-navy-gym-training-sports-t-shirt-size-s?referrer=catalog,Vinted,mens_activewear,“MAN Active Navy Gym Training Sports T-Shirt Size S”.,4.50,4.50,0,,GBP,BoohooMAN,S,Very good,https://images1.vinted.net/t/05_01114_o5EySu9urKzQCQnqEb83e2WU/310x430/1918e39c.webp?s=a38bd44134bcc82ab6998d58d88d72e2d308cea2,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7292,https://www.vinted.co.uk/items/9802619481-gymshark-t-shirt?referrer=catalog,Vinted,mens_activewear,Gymshark T shirt,15.00,15.00,0,,GBP,Gymshark,L,Very good,https://images1.vinted.net/t/02_0158b_H7Yo9Xg789smKwp3yWmoGEMa/310x430/7fdab56c.webp?s=878dab30411b173aa799883c90ec07cb97575107,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:50:57.705604+00:00,active,,0
7293,https://www.vinted.co.uk/items/9784144824-republic-of-ireland-anthem-jacket?referrer=catalog,Vinted,mens_activewear,Republic of Ireland anthem jacket.,10.00,10.00,0,,GBP,Umbro,XL,Very good,https://images1.vinted.net/t/05_004a1_8vzW8mZwLFXykJ7HAaCZi3wD/310x430/782f9573.webp?s=52a15720fe41d2d6c43174817856636eee2c8a85,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:14.709285+00:00,active,,0
7294,https://www.vinted.co.uk/items/9809483927-gymshark-onyx-v1-blue-compression-xl?referrer=catalog,Vinted,mens_activewear,GymShark Onyx V1 Blue Compression XL,70.00,70.00,0,,GBP,Gymshark,XL,New without tags,https://images1.vinted.net/t/05_012a3_VrJaV9XvATEErquAq8YjyuTA/310x430/21b9fe0b.webp?s=e55339abc2af94ec1acd089db150a58c8b25789c,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7295,https://www.vinted.co.uk/items/9779787134-nike-gym-shorts?referrer=catalog,Vinted,mens_activewear,Nike gym shorts,10.00,10.00,0,,GBP,Nike,S,Very good,https://images1.vinted.net/t/01_0022e_iRkC3ebXH2NKnbuEmRwo9JKv/310x430/2edca915.webp?s=0ff38da3443c2f8a4e3862b179e5df186edede4b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7296,https://www.vinted.co.uk/items/9806801308-universal-colours-cycling-jersey-xl?referrer=catalog,Vinted,mens_activewear,Universal Colours cycling jersey XL,44.00,44.00,0,,GBP,universal colours,XL,Very good,https://images1.vinted.net/t/02_007d0_BLMhT1t91VbJJAj9zKc469ee/310x430/9ae8a588.webp?s=60d8044504f3ed961597997ce7a4f971c09a5cc1,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7297,https://www.vinted.co.uk/items/9785017088-blackwhite-nike-tech-fleece?referrer=catalog,Vinted,mens_activewear,Black/White Nike Tech Fleece,70.00,70.00,0,,GBP,Nike,L,Very good,https://images1.vinted.net/t/06_00128_AEWc2QKktxxGhNLBdW4aj2gY/310x430/4bf19393.webp?s=b781f309882dc946b9f3ca3ad81fa20a24815888,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7298,https://www.vinted.co.uk/items/9783134771-vintage-medium-1990s-champion-olajuwon-houston-rockets-nba-jersey?referrer=catalog,Vinted,mens_activewear,Vintage Medium 1990s Champion Olajuwon Houston Rockets NBA jersey,17.00,17.00,0,,GBP,Champion,M,Good,https://images1.vinted.net/t/06_018bf_wpkiS63c4kGFN9tZ88pv9CHy/310x430/6b3d4055.webp?s=e375d93ef7ea2c66c2bcc5b148cc02910935dee8,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7299,https://www.vinted.co.uk/items/9783061570-200809-small-cotton-traders-newcastle-falcons-rugby-jersey?referrer=catalog,Vinted,mens_activewear,2008/09 small Cotton Traders Newcastle Falcons rugby jersey,20.00,20.00,0,,GBP,Cotton Traders,S,Good,https://images1.vinted.net/t/05_00142_RjS9w6HL3jwNqMmk3io6Ttv7/310x430/e3f6ec51.webp?s=2046e82c1e905c2607184a924f6123bcbd0e80e9,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7300,https://www.vinted.co.uk/items/9809620176-mens-asics-gym-set-aegean-blue-t-shirt-and-shorts-medium-m?referrer=catalog,Vinted,mens_activewear,Men’s ASICS Gym Set Aegean Blue T Shirt and Shorts Medium M,65.00,65.00,0,,GBP,Asics,M,New with tags,https://images1.vinted.net/t/06_00b79_xiJkp3Vrj35Dd1CyHpX8s9sZ/310x430/1b4b25a3.webp?s=dae5af3f51e354ade8a933b84301c647356ebbfe,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:50:57.705604+00:00,active,,0
7301,https://www.vinted.co.uk/items/9801361988-nike-t-shirt?referrer=catalog,Vinted,mens_activewear,Nike T-Shirt,15.00,15.00,0,,GBP,Nike,M,Very good,https://images1.vinted.net/t/01_013b6_pRpqRhz2RMx7NokSrkWvbAZA/310x430/778c738b.webp?s=c07fb9ffc65e360782f02b57d2c1344c60c7501d,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7302,https://www.vinted.co.uk/items/9804813149-montirex-blue-running-jacket-shorts-set?referrer=catalog,Vinted,mens_activewear,Montirex Blue Running Jacket & Shorts Set,30.00,30.00,0,,GBP,Montirex,S,Very good,https://images1.vinted.net/t/05_01a9b_1xpuZFudpW3BZ9wUKGSHZrMQ/310x430/89b8113d.webp?s=aa719981d0b70bfd3915ab06135e5605170555b5,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7303,https://www.vinted.co.uk/items/9800117741-liverpool-adidas-home-shorts-authentic-original-adidas-liverpool-19951996-home-shorts?referrer=catalog,Vinted,mens_activewear,Liverpool Adidas Home Shorts Authentic Original Adidas Liverpool 1995/1996 Home Shorts,9.99,9.99,0,,GBP,adidas,XS,Very good,https://images1.vinted.net/t/05_00736_DhZXRzVyJ6CxERY1p5wDD6An/310x430/e3f21fcb.webp?s=84e9a700c6840d6077780d55f2e80b05a5f13ed6,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7304,https://www.vinted.co.uk/items/9796782056-mens-montirex-14-zip?referrer=catalog,Vinted,mens_activewear,Men’s montirex 1/4 zip,16.00,16.00,0,,GBP,Montirex,L,Very good,https://images1.vinted.net/t/06_00f3f_qvqoXcofsLRTfkJfUNExDDUJ/310x430/c9e8c189.webp?s=bdb2ec71d9988e15eb66bc41eb6dced54e1bcb8f,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7305,https://www.vinted.co.uk/items/9805547982-vintage-umbro-england-training-polo-shirt-from-the-mid-2000s-size-xl?referrer=catalog,Vinted,mens_activewear,Vintage Umbro England training polo shirt from the mid-2000s size XL,14.00,14.00,0,,GBP,Umbro,XL,Very good,https://images1.vinted.net/t/05_003d2_8JVaQXr72YaJ98vb1fgzobTn/310x430/25334bad.webp?s=b699780d1f90d9786fb80b1fe396bd4527cd918b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7306,https://www.vinted.co.uk/items/9797430231-2024-tcs-london-marathon?referrer=catalog,Vinted,mens_activewear,2024 TCS London marathon,10.00,10.00,0,,GBP,New Balance,S,New with tags,https://images1.vinted.net/t/06_00c39_tD9wBrsxVa1Z9eW1nFubqzdq/310x430/0fe00ab7.webp?s=8237afed7d0cc48bd15d71c6469b266e4507a031,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7307,https://www.vinted.co.uk/items/9806555933-giannis-nba-team-shirt?referrer=catalog,Vinted,mens_activewear,Giannis NBA Team Shirt,30.00,30.00,0,,GBP,Nike x NBA,XL,New with tags,https://images1.vinted.net/t/02_0063e_zVBaf9tGWeoS8dRgbYm8hLaT/310x430/db3394df.webp?s=064ea4b2e9bfbb048f6e0abf3e3132a357e7c41c,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7308,https://www.vinted.co.uk/items/9793378890-men-of-mayhem-white-camo-shorts-size-large-bnwt?referrer=catalog,Vinted,mens_activewear,Men of mayhem white camo shorts size large BNWT,25.00,25.00,0,,GBP,Men of Mayhem,L,New with tags,https://images1.vinted.net/t/02_01036_okZCeuAFyJ7r5wtDMrtavtok/310x430/172f7ed2.webp?s=9c3a2d41fa9086c0666bcdd0491e021485f0997f,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7309,https://www.vinted.co.uk/items/9809705475-nike-7-challenger-shorts?referrer=catalog,Vinted,mens_activewear,Nike 7” Challenger Shorts,24.99,24.99,0,,GBP,Nike,L,Very good,https://images1.vinted.net/t/06_006e0_G2AnXTf1e5EGDpPy8XNLTzjE/310x430/dd7eadde.webp?s=9f3d8ab8d868d63ca6f309774cb65e7529f7850b,2026-08-28T19:21:52.029355+00:00,2026-08-28T19:21:52.029355+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
7310,https://www.vinted.co.uk/items/9805043184-nike-strike-dri-fit-mens-size-large-tracksuit-excellent-condition?referrer=catalog,Vinted,mens_activewear,Nike Strike Dri Fit Men’s Size Large Tracksuit Excellent Condition,40.00,40.00,0,,GBP,Nike,M,Very good,https://images1.vinted.net/t/06_01b83_t4xS4JiCo9yCpBxvwXcyu9nw/310x430/245e16b7.webp?s=01a2b057c0b4a87891d44bbd6af6afa6c1d5ed58,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:06.478628+00:00,active,,0
7311,https://www.vinted.co.uk/items/9800070469-newcastle-united-home-shirt-xl-player-fit?referrer=catalog,Vinted,mens_activewear,Newcastle United Home Shirt XL – Player Fit,40.00,40.00,0,,GBP,Newcastle United,XL,Very good,https://images1.vinted.net/t/01_01fa5_J2NLcMLi16fyiSabRuMXVqeU/310x430/8bd7ae8b.webp?s=fd67f0fac37539ffeeb56066f86acf076533102c,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7312,https://www.vinted.co.uk/items/9787254660-mens-running-shorts-new-balance-s-m?referrer=catalog,Vinted,mens_activewear,Men’s Running Shorts - New Balance (S-M),11.00,11.00,0,,GBP,New Balance,S,Very good,https://images1.vinted.net/t/02_0151e_YJxhhzWMbDhXwAMD5GpiMbXa/310x430/f8e35a81.webp?s=d7d9f89f081535ca8b55e004d6e3e3958b33d591,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7313,https://www.vinted.co.uk/items/9786301631-dorados-sinola-tracksuit?referrer=catalog,Vinted,mens_activewear,Dorados sinola tracksuit,7.00,7.00,0,,GBP,Charley,XS,Very good,https://images1.vinted.net/t/01_0126b_XbQdzuyTrfnfv6SvqcRd6nL2/310x430/23494424.webp?s=4dcba06a7845c1ab5e79c733ccd33906f39e99ca,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7314,https://www.vinted.co.uk/items/9788180878-team-gb-london-2012-olympics-zip-up-track-jacket-redwhiteblue-size-m?referrer=catalog,Vinted,mens_activewear,Team GB London 2012 Olympics Zip-Up Track Jacket Red/White/Blue Size M,20.00,20.00,0,,GBP,Team GB London 2012 Olympics Zip-Up Track Jacket R,M,Very good,https://images1.vinted.net/t/05_0129e_ants2MMfsT8DfXrtvppoFGHC/310x430/08bd5c2a.webp?s=3b146c411fbc6235d27978b31c3a91e25d2d545b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:14.709285+00:00,active,,0
7315,https://www.vinted.co.uk/items/9784469028-on-cloud-tracksuit?referrer=catalog,Vinted,mens_activewear,On cloud tracksuit,60.00,60.00,0,,GBP,On Cloud,M,Good,https://images1.vinted.net/t/01_01bb5_3F3xNt2D33xz6Atvyzgu4Zzp/310x430/b2a08aef.webp?s=0afe59b628afa7e99c5cdbb300eb4c828c5ac5cd,2026-08-28T19:21:52.029355+00:00,2026-08-28T19:21:52.029355+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
7316,https://www.vinted.co.uk/items/9787553725-mens-boss-homewear-tracksuit?referrer=catalog,Vinted,mens_activewear,Mens boss homewear tracksuit,32.50,32.50,0,,GBP,Boss,L,Good,https://images1.vinted.net/t/02_00a7d_PZ4peEog9d8soK8UyY3NYKCC/310x430/a58b243a.webp?s=f9a0160dd49db8ff65549598818839580b2b950b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7317,https://www.vinted.co.uk/items/9808140449-nike-camo-tech-fleece-tracksuit?referrer=catalog,Vinted,mens_activewear,Nike Camo Tech Fleece Tracksuit,55.00,55.00,0,,GBP,Nike,S,Very good,https://images1.vinted.net/t/05_0256a_1tFgk2xDcUidk2t1DMvoa9tQ/310x430/fe1cdc0a.webp?s=b45bd9339cb2c6d2ea59bf155a1474a6dbfb18ab,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:37.237518+00:00,active,,0
7318,https://www.vinted.co.uk/items/9795693923-nike-acg-green-activewear-shorts-xl-38?referrer=catalog,Vinted,mens_activewear,Nike ACG Green Activewear Shorts XL 38”,27.00,27.00,0,,GBP,Nike ACG,XL,Very good,https://images1.vinted.net/t/02_0205e_RMRUj4Cr6BnufcuHnvTygQyd/310x430/48823402.webp?s=f41e4dd14f9aec1d8218b5a5ffc4d1ab72a2cf7b,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7319,https://www.vinted.co.uk/items/9802625648-nike-miller-shorts-5?referrer=catalog,Vinted,mens_activewear,Nike miller Shorts 5”,21.00,21.00,0,,GBP,Nike,XL,New with tags,https://images1.vinted.net/t/06_005f5_okoa9WownbHhEWhq4nbqFGYB/310x430/972b3cbe.webp?s=917f7703d85f614b9004a357f880dd222964b9fa,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7320,https://www.vinted.co.uk/items/9800524591-lamine-yamal-spain-kit?referrer=catalog,Vinted,mens_activewear,Lamine Yamal spain Kit,35.00,35.00,0,,GBP,adidas,S,New without tags,https://images1.vinted.net/t/02_01ee5_esFy8FaP96iGGzwwwYNpLEkt/310x430/e7fe0f44.webp?s=209ce5647644ffe33c7654c88d61b3d0b58b6115,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:14.709285+00:00,active,,0
7321,https://www.vinted.co.uk/items/9805807290-manchester-united-home-shirt-2526?referrer=catalog,Vinted,mens_activewear,Manchester United home shirt 25/26,25.00,30.00,1,2026-08-29T04:51:22.069268+00:00,GBP,adidas,L,Very good,https://images1.vinted.net/t/01_00dcf_7RhFKJjwCscL4GMaT2v8H1UZ/310x430/ffc7787f.webp?s=3b1a4adba19fd97e4a4dcb7ffa4903a73391ede2,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7322,https://www.vinted.co.uk/items/9793631054-the-anchor-wreath-tracksuit-blackice-blue?referrer=catalog,Vinted,mens_activewear,The Anchor Wreath Tracksuit- Black/Ice Blue,25.00,25.00,0,,GBP,the anchor,M,New with tags,https://images1.vinted.net/t/05_0066d_R6SJnviNWgbxFzShtNB1TEns/310x430/911b9911.webp?s=b6f865f2aa534ccc9ef721b69b24d5d7abe5b138,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7323,https://www.vinted.co.uk/items/9807824234-derby-county-3rd-kit-202324-season?referrer=catalog,Vinted,mens_activewear,Derby County 3rd Kit 2023/24 Season,18.00,18.00,0,,GBP,Umbro,L,Very good,https://images1.vinted.net/t/02_01459_rJW1U8XEeRAjn1r47keLJSET/310x430/3203eb3d.webp?s=107ccf8eeaf169ffc9df5380610379fe0dad6f58,2026-08-28T19:21:52.029355+00:00,2026-08-28T19:21:52.029355+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
7324,https://www.vinted.co.uk/items/9809792969-new-golf-quarter-zip-under-armour-l-red-long-sleeve?referrer=catalog,Vinted,mens_activewear,"NEW Golf Quarter Zip Under Armour (L, Red, Long Sleeve)",40.00,40.00,0,,GBP,Under Armour,L,New with tags,https://images1.vinted.net/t/05_00b71_hwBEKtDYgMTJn1dreKQzq26e/310x430/40f47ec5.webp?s=ce6e884800e2f9c244b79e96390661fa18055b66,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:37.237518+00:00,active,,0
7325,https://www.vinted.co.uk/items/9778373449-nike-pro-combat-top?referrer=catalog,Vinted,mens_activewear,Nike pro combat top,6.50,6.50,0,,GBP,Nike,L,Very good,https://images1.vinted.net/t/02_022d6_8BXGwVv3eHbUt8kgsMUU5eRK/310x430/cd4837f6.webp?s=17fbba3718359c0ac8c6c85cc2725525daa455c6,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7326,https://www.vinted.co.uk/items/9796310303-1982-aston-villa-european-cup-home-shirt?referrer=catalog,Vinted,mens_activewear,1982 Aston Villa European Cup home shirt,18.50,18.50,0,,GBP,Aston Villa,L,New with tags,https://images1.vinted.net/t/01_00a2b_Pct1aq5PKeZvSGEfd2FxgRFc/310x430/02a6ccf4.webp?s=8fac17b0cb2522916aeb3612d8d9e95d5550a172,2026-08-28T19:21:52.029355+00:00,2026-08-28T21:46:03.680614+00:00,active,,1
7327,https://www.vinted.co.uk/items/9801923193-asics-icon-set-navy?referrer=catalog,Vinted,mens_activewear,asics icon set navy,55.00,55.00,0,,GBP,Asics,L,Very good,https://images1.vinted.net/t/05_0113d_ojCF2dJCkU2jcCPj9Um3wYdk/310x430/652d2c76.webp?s=ded54b5fa8a070992352d251ba075e6aefaeac16,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
7328,https://www.vinted.co.uk/items/9798497878-nike-miller-blue-running-set-size-large?referrer=catalog,Vinted,mens_activewear,Nike miller blue running set size large,30.00,30.00,0,,GBP,Nike,L,Very good,https://images1.vinted.net/t/04_00f4b_AcZssfhViCc4LidxTD3N1oVA/310x430/42fb8026.webp?s=44a6d9dea534d1ec8ac459970c22ad1fc9f6ae6e,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:22.069268+00:00,active,,0
7329,https://www.vinted.co.uk/items/9798940286-resale-bundle-containing-nike-under-armour-and-boohoo?referrer=catalog,Vinted,mens_activewear,resale bundle containing nike under armour and boohoo,15.00,17.00,1,2026-08-29T04:51:30.357186+00:00,GBP,Under Armour,XS,Very good,https://images1.vinted.net/t/02_02575_Xj5T9nk562FxLyb42FunVbMS/310x430/16eebc4b.webp?s=5599c88fdccf659fef2022c14f2f9db481fbacd2,2026-08-28T19:21:52.029355+00:00,2026-08-29T04:51:30.357186+00:00,active,,0
