listing_id,url,title,brand,category,condition,size,current_price,group_avg_price,estimated_profit,pct_below_avg,group_avg_days_to_disappear,group_sample_size,resale_score
547042,https://www.vinted.co.uk/items/9964946420,Phase Eight,Phase Eight,womens_dresses,Very good,S / UK 8-10,12.0,38.2,26.2,68.6,5.4,5,63.3
432041,https://www.vinted.co.uk/items/9938747954-adidas-gazelle-trainers?referrer=catalog,Adidas gazelle trainers,adidas,shoes,Very good,10.5,12.0,43.0,31.0,72.1,6.3,5,63.3
432290,https://www.vinted.co.uk/items/9929833653-brisbane-broncos-dri-fit-polo?referrer=catalog,Brisbane Broncos Dri-Fit Polo,Nike,activewear,Very good,S,4.32,14.29,9.97,69.8,5.7,109,63.3
499120,https://www.vinted.co.uk/items/9953837699-zara-body-warmer?referrer=catalog,Zara body warmer,Zara,womens_outerwear,Very good,L / UK 16-18,6.0,18.46,12.46,67.5,5.1,37,63.3
284063,https://www.vinted.co.uk/items/9876768134-ms-wool-mix-dogtooth-jacket-with-belt-size-12?referrer=catalog,M&S Wool Mix Dogtooth Jacket with Belt size 12,Marks & Spencer,womens_outerwear,Good,M / UK 12-14,4.0,12.6,8.6,68.3,5.3,5,63.3
524921,https://www.vinted.co.uk/items/9951342282-black-uniqlo-bomber-jacket?referrer=catalog,Black Uniqlo bomber jacket,Uniqlo,womens_outerwear,Very good,S / UK 8-10,10.0,26.5,16.5,62.3,3.8,8,63.2
278605,https://www.vinted.co.uk/items/9876516029-lacoste-polo-shirt?referrer=catalog,Lacoste polo shirt,Lacoste,tops_and_tshirts,Very good,M,4.0,11.79,7.79,66.1,4.8,7,63.2
28099,https://www.vinted.co.uk/items/9811610205-baggy-abercrombie-and-fitch-jumper?referrer=catalog,Baggy Abercrombie and Fitch jumper,Abercrombie & Fitch,womens_jumpers_and_sweaters,Very good,S / UK 8-10,8.0,27.08,19.08,70.5,5.9,6,63.2
407623,https://www.vinted.co.uk/items/9924189614-mens-allsaints-jumper-large?referrer=catalog,Men’s AllSaints jumper Large,AllSaints,jumpers_and_sweaters,Very good,L,6.0,17.1,11.1,64.9,4.5,10,63.2
541706,https://www.vinted.co.uk/items/9963603954-black-north-face-jacket?referrer=catalog,Black North Face Jacket,The North Face,outerwear,Very good,S,12.0,38.56,26.56,68.9,5.5,25,63.2
434941,https://www.vinted.co.uk/items/9927921036-black-faux-leather-moto-jacket?referrer=catalog,Black Faux Leather Moto Jacket,Zara,womens_outerwear,New without tags,M / UK 12-14,5.94,17.55,11.61,66.2,4.8,20,63.2
321377,https://www.vinted.co.uk/items/9882952703-uniglow-navy-jacket?referrer=catalog,Uniglow navy jacket,Uniqlo,womens_outerwear,Very good,S / UK 8-10,10.0,26.5,16.5,62.3,3.8,8,63.2
315405,https://www.vinted.co.uk/items/9883250791-lightweight-grey-mens-fleece?referrer=catalog,Lightweight Grey Mens Fleece,The North Face,outerwear,Very good,S,12.0,38.56,26.56,68.9,5.5,25,63.2
422361,https://www.vinted.co.uk/items/9930835706-new-look-fluffy-green-jumper?referrer=catalog,New look fluffy green jumper,New Look,womens_jumpers_and_sweaters,New with tags,S / UK 8-10,4.0,11.93,7.93,66.5,4.9,16,63.2
267404,https://www.vinted.co.uk/items/9847036583-mens-the-north-face-fleece-small?referrer=catalog,Men’s the north face fleece small,The North Face,outerwear,Very good,S,12.0,38.56,26.56,68.9,5.5,25,63.2
43923,https://www.vinted.co.uk/items/9819630330-plaid-vest?referrer=catalog,Plaid vest,unknown,jumpers_and_sweaters,Very good,M,4.0,11.81,7.81,66.1,4.8,8,63.2
408813,https://www.vinted.co.uk/items/9921153406-nike-dunk-low?referrer=catalog,Nike dunk low,Nike,shoes,Very good,8,10.0,30.42,20.42,67.1,5.1,61,63.1
404794,https://www.vinted.co.uk/items/9935512934-mens-gilet?referrer=catalog,Mens gilet,Superdry,outerwear,Very good,S,6.0,17.83,11.83,66.3,4.9,9,63.1
409197,https://www.vinted.co.uk/items/9918402641-england-rugby-playing-shorts-xl?referrer=catalog,England rugby playing shorts XL,Umbro,activewear,Very good,XL,8.0,20.65,12.65,61.3,3.6,10,63.1
514378,https://www.vinted.co.uk/items/9956047396-nike-dunk-low-trainers-size-uk85?referrer=catalog,Nike Dunk low Trainers size UK8.5,Nike,shoes,Very good,8.5,12.0,35.68,23.68,66.4,4.9,44,63.1
408501,https://www.vinted.co.uk/items/9931646330-mens-trainers?referrer=catalog,Men’s trainers,Nike,shoes,Very good,8,10.0,30.42,20.42,67.1,5.1,61,63.1
253993,https://www.vinted.co.uk/items/9868592770-england-rugby-training-top?referrer=catalog,England rugby training top,Umbro,activewear,Very good,XL,8.0,20.65,12.65,61.3,3.6,10,63.1
532341,https://www.vinted.co.uk/items/9955503266-lovely-mens-ralph-lauren-100-cotton-v-neck-jumper-large?referrer=catalog,Lovely Men’s Ralph Lauren 100% cotton V neck jumper large,Ralph Lauren,jumpers_and_sweaters,Very good,L,12.0,33.05,21.05,63.7,4.2,17,63.1
532833,https://www.vinted.co.uk/items/9955629320-blue-white-nike-trainers-size-85?referrer=catalog,Blue & white Nike trainers size 8.5,Nike,shoes,Very good,8.5,12.0,35.68,23.68,66.4,4.9,44,63.1
533103,https://www.vinted.co.uk/items/9961458707-adidas-slip-on-football-boots?referrer=catalog,Adidas Slip on Football Boots,adidas,shoes,Very good,8,8.0,27.59,19.59,71.0,6.1,17,63.1
421492,https://www.vinted.co.uk/items/9925592566-nike-football-boots?referrer=catalog,Nike football boots,Nike,shoes,Very good,8,10.0,30.42,20.42,67.1,5.1,61,63.1
223463,https://www.vinted.co.uk/items/9863754834-calvin-klein-jeans-mens-dark-grey-jeans?referrer=catalog,Calvin Klein Jeans Men’s Dark Grey Jeans,Calvin Klein Jeans,jeans,Very good,W34,4.0,12.19,8.19,67.2,5.1,8,63.1
269687,https://www.vinted.co.uk/items/9872228638-smart-monsoon-2-in-1-grey-texturerib-jumper-with-tie-sleeves-and-pretty-bottom-layer-size-m?referrer=catalog,Smart Monsoon 2-in-1 Grey texture/rib jumper with tie sleeves and pretty bottom layer Size M,Monsoon,womens_jumpers_and_sweaters,Very good,M / UK 12-14,8.0,22.4,14.4,64.3,4.4,10,63.0
261294,https://www.vinted.co.uk/items/9863293236-nike-jacket-large?referrer=catalog,Nike jacket large,Nike,outerwear,Very good,L,8.0,24.21,16.21,67.0,5.1,40,63.0
404801,https://www.vinted.co.uk/items/9913400162-blue-barbour-coat?referrer=catalog,Blue Barbour coat,Barbour,outerwear,Very good,M,20.0,54.81,34.81,63.5,4.2,16,63.0
512853,https://www.vinted.co.uk/items/9956196735-burdgundy-shaulponcho?referrer=catalog,Burdgundy shaul/poncho,Marks & Spencer,womens_outerwear,Very good,S / UK 8-10,4.0,11.99,7.99,66.6,5.0,40,63.0
408336,https://www.vinted.co.uk/items/9935917910-puma-grip-fusion-20-golf-shoes-read-description?referrer=catalog,Puma Grip Fusion 2.0 Golf Shoes read description,Puma,shoes,Very good,10,8.0,25.1,17.1,68.1,5.4,10,63.0
115954,https://www.vinted.co.uk/items/9801856196-ralph-lauren-knitted-jumper?referrer=catalog,Ralph Lauren knitted jumper,Ralph Lauren,jumpers_and_sweaters,Very good,M,13.0,34.17,21.17,62.0,3.8,20,63.0
283898,https://www.vinted.co.uk/items/9874412867-indigo-collection-m-and-s-size-10-kharki-jacket-warm-thick-excellent-condition?referrer=catalog,"Indigo collection m and s size 10 kharki jacket.  Warm, thick, excellent condition",Marks & Spencer,womens_outerwear,Very good,S / UK 8-10,4.0,11.99,7.99,66.6,5.0,40,63.0
530592,https://www.vinted.co.uk/items/9950197366-barbour-quilted-jacket?referrer=catalog,Barbour quilted Jacket,Barbour,outerwear,Very good,L,19.5,53.35,33.85,63.4,4.2,18,63.0
533176,https://www.vinted.co.uk/items/9960317842-puma-10-uk?referrer=catalog,Puma 10 uk,Puma,shoes,Very good,10,8.0,25.1,17.1,68.1,5.4,10,63.0
536145,https://www.vinted.co.uk/items/9960027081-soft-baby-pink-fluffy-ms-coat?referrer=catalog,Soft baby pink fluffy M&S coat,Marks & Spencer,womens_outerwear,Very good,S / UK 8-10,4.0,11.99,7.99,66.6,5.0,40,63.0
386562,https://www.vinted.co.uk/items/9906738824-mens-wrangler-denim-jeans-w34-l32?referrer=catalog,Men’s Wrangler Denim Jeans – W34 L32,Wrangler,jeans,Very good,W34,4.0,12.75,8.75,68.6,5.5,16,63.0
269709,https://www.vinted.co.uk/items/9871997240-lovely-2-in-1-monsoon-womens-dark-navy-jumper-with-blue-daisy-print-layer-and-side-ties-size-m?referrer=catalog,Lovely 2-in-1 Monsoon Women’s Dark Navy jumper with blue daisy print layer and side ties Size M,Monsoon,womens_jumpers_and_sweaters,Very good,M / UK 12-14,8.0,22.4,14.4,64.3,4.4,10,63.0
525017,https://www.vinted.co.uk/items/9949235392-fur-collar-cape?referrer=catalog,Fur collar cape,Boohoo,womens_outerwear,New with tags,M / UK 12-14,10.0,26.5,16.5,62.3,3.9,6,62.9
536212,https://www.vinted.co.uk/items/9960201318-khaki-north-face-fleece?referrer=catalog,Khaki North Face fleece,The North Face,womens_outerwear,Very good,M / UK 12-14,13.0,37.4,24.4,65.2,4.7,42,62.9
282963,https://www.vinted.co.uk/items/9854706150-zara-mini-skort?referrer=catalog,Zara mini skort,Zara,womens_skorts,New with tags,S / UK 8-10,4.5,16.62,12.12,72.9,6.7,53,62.8
405280,https://www.vinted.co.uk/items/9840824337-north-face-fleece?referrer=catalog,North Face Fleece,The North Face,outerwear,Very good,M,12.0,36.13,24.13,66.8,5.1,35,62.8
404848,https://www.vinted.co.uk/items/9936085750-mens-14-zip-the-north-face-fleece?referrer=catalog,Men’s 1/4 zip the North Face fleece.,The North Face,outerwear,Very good,M,12.0,36.13,24.13,66.8,5.1,35,62.8
542219,https://www.vinted.co.uk/items/9965060497-addidas-tracking-botyoms?referrer=catalog,Addidas tracking botyoms,adidas,trousers,Very good,XL,4.0,12.92,8.92,69.0,5.7,6,62.8
543540,https://www.vinted.co.uk/items/9957968771-mens-hugo-t-shirt?referrer=catalog,men’s hugo t shirt,Hugo Boss,tops_and_tshirts,Very good,S,5.0,13.31,8.31,62.4,4.0,13,62.8
494243,https://www.vinted.co.uk/items/9951863229-zara-man-knitted-jumper?referrer=catalog,Zara Man knitted jumper,Zara,jumpers_and_sweaters,Very good,M,4.0,11.74,7.74,65.9,4.9,22,62.8
38074,https://www.vinted.co.uk/items/9816166845-dark-blue-next-jacket?referrer=catalog,Dark blue Next jacket,Next,womens_outerwear,Very good,S / UK 8-10,5.0,14.35,9.35,65.2,4.7,31,62.8
284467,https://www.vinted.co.uk/items/9874475431-next-size-8-open-front-coat?referrer=catalog,Next Size 8 open front coat,Next,womens_outerwear,Very good,S / UK 8-10,5.0,14.35,9.35,65.2,4.7,31,62.8
276753,https://www.vinted.co.uk/items/9872224595-bomber-jacket?referrer=catalog,Bomber jacket,,outerwear,Very good,S,4.0,12.23,8.23,67.3,5.3,9,62.7
541927,https://www.vinted.co.uk/items/9963662531-jacket?referrer=catalog,Jacket,,outerwear,Very good,S,4.0,12.23,8.23,67.3,5.3,9,62.7
542070,https://www.vinted.co.uk/items/9961726853-mens-longline-coat?referrer=catalog,Men’s longline coat,,outerwear,Very good,XL,5.0,16.12,11.12,69.0,5.7,8,62.7
239599,https://www.vinted.co.uk/items/9852527585-uniqlo-jumper?referrer=catalog,Uniqlo jumper,Uniqlo,jumpers_and_sweaters,Very good,S,4.0,10.5,6.5,61.9,3.9,8,62.7
533463,https://www.vinted.co.uk/items/9950090739-under-armour-boys-size-m?referrer=catalog,Under armour boys size M,Under Armour,activewear,Very good,M,4.83,14.43,9.6,66.5,5.1,80,62.7
202275,https://www.vinted.co.uk/items/9853567616-levis-jeans-mens-w36l34-grey-faded?referrer=catalog,Levi's jeans mens w36l34 grey faded,Levi's,jeans,Good,W36,4.0,12.54,8.54,68.1,5.5,14,62.7
41264,https://www.vinted.co.uk/items/9805673622-victoria-beckham-white-skinny-jeans-size-27,Victoria Beckham,Victoria Beckham,womens_jeans,Very good,S / UK 8-10,12.0,37.6,25.6,68.1,,5,62.7
391510,https://www.vinted.co.uk/items/9929052533-jumper-zara-brown?referrer=catalog,Jumper Zara brown,Zara,womens_jumpers_and_sweaters,New with tags,M / UK 12-14,5.0,15.51,10.51,67.8,5.4,11,62.7
522096,https://www.vinted.co.uk/items/9958370053-surgery-glasses?referrer=catalog,"surgery glasses, Brand: Shock Doctor",,activewear,Very good,,4.0,12.04,8.04,66.8,5.2,27,62.6
12625,https://www.vinted.co.uk/items/9810065939-the-north-face-thermoball-insulated-jacket-turquoise-womens-s-18-pit-to-pit?referrer=catalog,The North Face ThermoBall Insulated Jacket | Turquoise | Women’s S | 18” Pit to Pit,The North Face,womens_outerwear,Very good,S / UK 8-10,15.0,42.76,27.76,64.9,4.7,51,62.6
278920,https://www.vinted.co.uk/items/9867492361-nike-jumper?referrer=catalog,Nike Jumper,Nike,jumpers_and_sweaters,Very good,L,4.5,14.39,9.89,68.7,5.7,32,62.6
546673,https://www.vinted.co.uk/items/9959508204-cute-bow-cardigan?referrer=catalog,Cute bow cardigan,Vintage Dressing,womens_jumpers_and_sweaters,Very good,S / UK 8-10,5.36,16.95,11.59,68.4,5.6,13,62.6
306941,https://www.vinted.co.uk/items/9865186833-mens-nike-hoodie?referrer=catalog,Men’s Nike Hoodie,Nike,jumpers_and_sweaters,Good,L,4.5,11.91,7.41,62.2,4.0,12,62.6
62816,https://www.vinted.co.uk/items/9813876030-vintage-yellow-jacket?referrer=catalog,Vintage Yellow Jacket,Vintage Dressing,womens_outerwear,Very good,S / UK 8-10,15.0,38.8,23.8,61.3,3.8,28,62.6
530527,https://www.vinted.co.uk/items/9961232914-adidas-aeroready-training-jacket-small-medium?referrer=catalog,Adidas Aeroready training jacket small / medium,adidas,outerwear,Very good,S,6.0,18.07,12.07,66.8,5.2,14,62.6
534843,https://www.vinted.co.uk/items/9961378851-lined-pink-dress?referrer=catalog,Lined Pink Dress,ASOS,womens_dresses,New without tags,S / UK 8-10,5.99,18.48,12.49,67.6,5.4,12,62.6
27070,https://www.vinted.co.uk/items/9815099457-clifton-suspension-bridge-bristol-souvenir-scarf?referrer=catalog,"Clifton Suspension Bridge Bristol Souvenir Scarf, Brand: Source Unknown",,activewear,Very good,,4.0,12.04,8.04,66.8,5.2,27,62.6
523932,https://www.vinted.co.uk/items/9958210969-plisse-bardot-dress-asos-size-12?referrer=catalog,Plisse bardot dress ASOS size 12,ASOS Design,womens_dresses,New with tags,M / UK 12-14,5.0,13.58,8.58,63.2,4.3,6,62.5
525124,https://www.vinted.co.uk/items/9954765826-parker-style-jacket?referrer=catalog,Parker Style Jacket,,womens_outerwear,Very good,M / UK 12-14,5.0,14.32,9.32,65.1,4.8,40,62.5
276885,https://www.vinted.co.uk/items/9876276034-nike-jacket?referrer=catalog,Nike jacket,Nike,outerwear,Very good,S,7.0,21.73,14.73,67.8,5.5,19,62.5
271644,https://www.vinted.co.uk/items/9871891850-reversible-faux-fur-gilet?referrer=catalog,Reversible Faux fur gilet.,,womens_outerwear,Very good,M / UK 12-14,5.0,14.32,9.32,65.1,4.8,40,62.5
264562,https://www.vinted.co.uk/items/9869318730-dark-green-ladies-boucle-coat-size-14?referrer=catalog,Dark Green ladies boucle coat size 14,unknown,womens_outerwear,Very good,M / UK 12-14,5.0,14.32,9.32,65.1,4.8,40,62.5
474333,https://www.vinted.co.uk/items/9856200879-gold-sequin-maxi-dress?referrer=catalog,Gold sequin maxi dress,ASOS,womens_dresses,New without tags,S / UK 8-10,6.0,18.48,12.48,67.5,5.4,12,62.5
410459,https://www.vinted.co.uk/items/9934781446-zara-buttons-affect-rib-dress-with-side-splits?referrer=catalog,Zara buttons affect rib dress with side splits,Zara,womens_dresses,New with tags,M / UK 12-14,6.0,18.19,12.19,67.0,5.3,24,62.5
549377,https://www.vinted.co.uk/items/9964929108-white-poncho?referrer=catalog,White poncho,,womens_outerwear,New without tags,S / UK 8-10,5.0,14.81,9.81,66.2,5.1,16,62.5
308519,https://www.vinted.co.uk/items/9865526272-boys-adidas-shorts?referrer=catalog,Boys adidas shorts,adidas,activewear,New without tags,S,5.0,13.29,8.29,62.4,4.1,7,62.5
307977,https://www.vinted.co.uk/items/9880423273-nike-mercurials-light-blue-and-black-astroturf-size-9uk?referrer=catalog,Nike Mercurials Light Blue and Black - AstroTurf - Size 9Uk,Nike,shoes,Very good,9,11.99,33.95,21.96,64.7,4.7,56,62.5
536169,https://www.vinted.co.uk/items/9959653130-black-jacket?referrer=catalog,Black jacket,,womens_outerwear,Very good,M / UK 12-14,5.0,14.32,9.32,65.1,4.8,40,62.5
538947,https://www.vinted.co.uk/items/9959733590-adidas-climalite-jacket?referrer=catalog,Adidas climalite jacket,adidas,jumpers_and_sweaters,Very good,S,4.0,12.15,8.15,67.1,5.3,13,62.5
486249,https://www.vinted.co.uk/items/9949398926-jacket-cropt?referrer=catalog,Jacket cropt,,womens_outerwear,New without tags,S / UK 8-10,5.0,14.81,9.81,66.2,5.1,16,62.5
75633,https://www.vinted.co.uk/items/9823726732-thick-puffer?referrer=catalog,Thick puffer,,womens_outerwear,Very good,M / UK 12-14,5.0,14.32,9.32,65.1,4.8,40,62.5
522563,https://www.vinted.co.uk/items/9951473608-navy-under-armour-golf-polo-xl?referrer=catalog,Navy under armour golf polo XL,Under Armour,activewear,Very good,XL,4.0,11.97,7.97,66.6,5.2,40,62.4
8579,https://www.vinted.co.uk/items/9749172297-womens-urban-outfitters-hoodie-size-xs,Urban Outfitters,Urban Outfitters,womens_jumpers_and_sweaters,Very good,XS / UK 4-6,4.0,11.43,7.43,65.0,4.8,7,62.4
412195,https://www.vinted.co.uk/items/8872284436,Dorothy Perkins,Dorothy Perkins,womens_outerwear,Very good,L / UK 16-18,4.0,10.6,6.6,62.3,4.1,10,62.4
282192,https://www.vinted.co.uk/items/9874728257-nobodys-child-lemon-dress?referrer=catalog,Nobody’s child lemon dress,Nobody's Child,womens_dresses,Very good,M / UK 12-14,5.0,14.3,9.3,65.0,4.8,10,62.4
263786,https://www.vinted.co.uk/items/9870874573-yellow-white-fox-mini-dress?referrer=catalog,Yellow white fox mini dress,White Fox,womens_dresses,Very good,S / UK 8-10,8.0,22.56,14.56,64.5,4.7,11,62.4
506958,https://www.vinted.co.uk/items/9955885393-vivienne-westwood-polo?referrer=catalog,Vivienne Westwood Polo,Vivienne Westwood,tops_and_tshirts,Very good,M,10.0,25.21,15.21,60.3,3.6,7,62.4
509507,https://www.vinted.co.uk/items/9956711864-xl-light-blue-under-armour-t-shirt?referrer=catalog,XL Light Blue Under Armour T-Shirt,Under Armour,activewear,Very good,XL,4.0,11.97,7.97,66.6,5.2,40,62.4
544998,https://www.vinted.co.uk/items/9962153735-nike-huarache-trainers?referrer=catalog,Nike huarache trainers,Nike,shoes,Very good,9,12.0,33.95,21.95,64.7,4.7,56,62.4
545665,https://www.vinted.co.uk/items/9964612735-black-under-armour-shorts?referrer=catalog,Black under armour shorts,Under Armour,activewear,Very good,XL,4.0,11.97,7.97,66.6,5.2,40,62.4
408954,https://www.vinted.co.uk/items/9936206529-mens-nike-dri-fit-top?referrer=catalog,Men's Nike DRI Fit top,Nike,activewear,Very good,S,4.5,14.29,9.79,68.5,5.7,109,62.4
421755,https://www.vinted.co.uk/items/9915592430-nike-tottenham-hotspur-shorts?referrer=catalog,Nike Tottenham Hotspur Shorts,Nike,activewear,Very good,S,4.5,14.29,9.79,68.5,5.7,109,62.4
295297,https://www.vinted.co.uk/items/9879787753-under-armour-sports-tshirt?referrer=catalog,Under Armour Sports Tshirt,Under Armour,activewear,Very good,XL,4.0,11.97,7.97,66.6,5.2,40,62.4
524782,https://www.vinted.co.uk/items/9957696142-berghaus-coat?referrer=catalog,Berghaus coat,Berghaus,womens_outerwear,Very good,S / UK 8-10,8.0,22.75,14.75,64.8,4.8,8,62.3
544101,https://www.vinted.co.uk/items/9963487355-tommy-hilfiger-thin-jumper?referrer=catalog,Tommy Hilfiger thin jumper,Tommy Hilfiger,jumpers_and_sweaters,Very good,S,6.0,16.67,10.67,64.0,4.6,12,62.3
547267,https://www.vinted.co.uk/items/9963517929-hot-pink-and-orange-sari-with-blouse?referrer=catalog,Hot pink and orange Sari with blouse,Indian,womens_dresses,Very good,S / UK 8-10,9.0,38.43,29.43,76.6,7.8,7,62.3
549917,https://www.vinted.co.uk/items/9963970175-black-whistles-linen-wrap-tshirt?referrer=catalog,Black Whistles linen wrap tshirt,Whistles,womens_tops_and_tshirts,Very good,S / UK 8-10,7.0,17.1,10.1,59.1,3.3,5,62.3
320780,https://www.vinted.co.uk/items/9883310810-oasis-jacket-sherpa-collar?referrer=catalog,Oasis jacket sherpa collar,Oasis,womens_outerwear,Very good,S / UK 8-10,5.0,15.08,10.08,66.8,5.3,6,62.3
412798,https://www.vinted.co.uk/items/8372677596,Berghaus,Berghaus,womens_outerwear,Very good,S / UK 8-10,8.0,22.75,14.75,64.8,4.8,8,62.3
532237,https://www.vinted.co.uk/items/9960344421-mens-tommy-hilfiger?referrer=catalog,Men’s Tommy Hilfiger,Tommy Hilfiger,jumpers_and_sweaters,Good,M,4.0,11.49,7.49,65.2,4.9,6,62.3
533150,https://www.vinted.co.uk/items/9961474328-black-nike-air-uk7?referrer=catalog,Black Nike Air UK7,Nike,shoes,Very good,7,9.0,26.75,17.75,66.4,5.2,69,62.3
423915,https://www.vinted.co.uk/items/9920709634-true-religion-skinny-jeans?referrer=catalog,True Religion skinny Jeans,True Religion,womens_jeans,Very good,S / UK 8-10,10.0,23.91,13.91,58.2,3.1,11,62.3
307060,https://www.vinted.co.uk/items/9878167561-mizzou?referrer=catalog,Mizzou,Champion,jumpers_and_sweaters,Very good,L,4.0,11.0,7.0,63.6,4.5,22,62.3
525885,https://www.vinted.co.uk/items/9957537521-vintage-y2k-boden-babydoll-tie-up-long-sleeve-top?referrer=catalog,Vintage y2k Boden Babydoll Tie Up Long Sleeve Top,Boden,womens_tops_and_tshirts,Very good,M / UK 12-14,6.0,17.41,11.41,65.5,5,12,62.2
270406,https://www.vinted.co.uk/items/9872324013-monsoon-special-occasion-nuderose-pink-12-dress?referrer=catalog,Monsoon special occasion nude/rose pink 12 dress,Monsoon,womens_dresses,Very good,M / UK 12-14,5.5,16.3,10.8,66.3,5.2,30,62.2
34235,https://www.vinted.co.uk/items/9816292673-mens-nike-jumper?referrer=catalog,Men’s Nike jumper,Nike,jumpers_and_sweaters,Very good,S,4.0,12.14,8.14,67.1,5.4,32,62.2
407188,https://www.vinted.co.uk/items/9936159142-grey-nike-hoodie?referrer=catalog,Grey Nike hoodie,Nike,jumpers_and_sweaters,Very good,S,4.0,12.14,8.14,67.1,5.4,32,62.2
544313,https://www.vinted.co.uk/items/9964876115-nike-mens-red-hoodie?referrer=catalog,Nike men’s red hoodie,Nike,jumpers_and_sweaters,Very good,S,4.0,12.14,8.14,67.1,5.4,32,62.2
548704,https://www.vinted.co.uk/items/9965019602-wms-gilet-ms-per-una-size-s-as-new?referrer=catalog,Wms Gilet M&S Per Una Size S. As New,Per Una,womens_outerwear,Very good,S / UK 8-10,5.0,15.56,10.56,67.9,5.6,9,62.2
549128,https://www.vinted.co.uk/items/9964455217-biker-jacket?referrer=catalog,Biker jacket,Pull & Bear,womens_outerwear,Very good,S / UK 8-10,4.0,10.86,6.86,63.2,4.4,11,62.2
42658,https://www.vinted.co.uk/items/9820489109-nike-joggers?referrer=catalog,Nike joggers,Nike,trousers,Good,XL,4.0,12.28,8.28,67.4,5.5,7,62.2
449839,https://www.vinted.co.uk/items/9942432074-nike-black-jumper?referrer=catalog,Nike black jumper,Nike,jumpers_and_sweaters,Very good,S,4.0,12.14,8.14,67.1,5.4,32,62.2
522029,https://www.vinted.co.uk/items/9958249051-blue-nike-phantoms?referrer=catalog,Blue Nike phantoms,Nike,shoes,Very good,7.5,10.0,29.51,19.51,66.1,5.2,29,62.1
522109,https://www.vinted.co.uk/items/9957400062-nike-shorts?referrer=catalog,Nike shorts,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
522486,https://www.vinted.co.uk/items/9953256148-t-shirt?referrer=catalog,T-shirt,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
522555,https://www.vinted.co.uk/items/9953016560-mens-nike-dri-fit-m?referrer=catalog,men's nike dri fit m,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
524806,https://www.vinted.co.uk/items/9957792606-ladies-zara-cord-short-jacket?referrer=catalog,Ladies Zara cord short jacket,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,20.22,13.22,65.4,5.0,98,62.1
525168,https://www.vinted.co.uk/items/9957154011-mango-denim-jacket-size-810?referrer=catalog,Mango Denim Jacket Size 8/10,Mango,womens_outerwear,Very good,S / UK 8-10,5.8,17.76,11.96,67.3,5.5,9,62.1
409301,https://www.vinted.co.uk/items/9922059544-nike-zip-up-top?referrer=catalog,Nike zip up top,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
277317,https://www.vinted.co.uk/items/9876217904-under-armour-joggers?referrer=catalog,Under armour joggers,Under Armour,trousers,Very good,XL,4.0,10.71,6.71,62.7,4.3,7,62.1
409378,https://www.vinted.co.uk/items/9920269182-nike-football-shorts?referrer=catalog,Nike football shorts,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
163483,https://www.vinted.co.uk/items/9848997254-nike-dri-fit-top?referrer=catalog,Nike dri fit top,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
409074,https://www.vinted.co.uk/items/9935955944-nike-sports-short-men?referrer=catalog,Nike sports short men,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
64178,https://www.vinted.co.uk/items/9819094932-mens-nike-tshirt?referrer=catalog,Men’s Nike tshirt,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
533060,https://www.vinted.co.uk/items/9961619743-niike-trainers?referrer=catalog,Niike trainers,Nike,shoes,Very good,7.5,10.0,29.51,19.51,66.1,5.2,29,62.1
533610,https://www.vinted.co.uk/items/9961468577-nike-dri-fit?referrer=catalog,Nike dri fit,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
533565,https://www.vinted.co.uk/items/9958482346-nike-miller?referrer=catalog,Nike miller,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
533630,https://www.vinted.co.uk/items/9953480016-nike-mens-t-shirt-and-shorts-set?referrer=catalog,Nike men’s t shirt and shorts set,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
533633,https://www.vinted.co.uk/items/9959716364-white-nike-shorts?referrer=catalog,White Nike shorts,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
533650,https://www.vinted.co.uk/items/9958384263-nike-usa-running-t-shirt?referrer=catalog,Nike USA running t shirt,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
295273,https://www.vinted.co.uk/items/9880019695-navy-nike-shorts?referrer=catalog,Navy Nike shorts,Nike,activewear,Very good,M,5.0,15.09,10.09,66.9,5.4,142,62.1
75572,https://www.vinted.co.uk/items/9817573803-grey-jacket-coat?referrer=catalog,Grey jacket coat,Zara,womens_outerwear,Very good,S / UK 8-10,7.0,20.22,13.22,65.4,5.0,98,62.1
276785,https://www.vinted.co.uk/items/9876347992-zara-jacket?referrer=catalog,Zara jacket,Zara,outerwear,Very good,L,4.0,11.62,7.62,65.6,5.1,33,62.0
